index,model_name,vocab_size,max_seq_length,use_punct,embedding_dim,embedding_type,embedding_source,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0,cnn,5000,25,False,100,deps,deps,0.8256683020000001,0.746854892,0.9170494570000001,0.7357238070000001,0.9643131799999999,0.701010731,0.7030154449620005,0.7030154449620005,0.7030154449620005,0.4246652111401968,0.3184918806694189,0.4246652111401968,0.6760193142181651,0.7030154449620005,0.6699774406241253
1,cnn,5000,25,False,150,deps,deps,0.83698783,0.744025006,0.913785257,0.73502816,0.9707683490000001,0.7025976469999999,0.7046089727874479,0.7046089727874479,0.7046089727874479,0.43906386851751994,0.32538633060986333,0.43906386851751994,0.6751063157548562,0.7046089727874479,0.672300804067078
2,cnn,5000,25,False,200,deps,deps,0.8469459680000002,0.7421352749999999,0.9083111630000001,0.734687426,0.9745945659999998,0.702423499,0.7044618779112528,0.7044618779112528,0.7044618779112528,0.4312639968295695,0.30923060256938345,0.4312639968295695,0.6752189384666907,0.7044618779112528,0.6709652342980552
3,cnn,5000,25,False,250,deps,deps,0.855905746,0.73996729,0.910391018,0.7350267610000001,0.980402945,0.700436187,0.7025496445207158,0.7025496445207158,0.7025496445207158,0.42561413557914773,0.31714245301999744,0.42561413557914773,0.6733932564973666,0.7025496445207158,0.6676697683030687
4,cnn,5000,25,False,300,deps,deps,0.86335983,0.738458468,0.9113323379999999,0.734509739,0.9801043110000001,0.699218736,0.701299338073057,0.701299338073057,0.701299338073057,0.38369545139488054,0.28531012428849006,0.38369545139488054,0.667806640288533,0.701299338073057,0.6674532298885254
5,text cnn,5000,25,False,100,deps,deps,0.7489135899999999,0.768717062,0.805671345,0.7488155059999999,0.8906082990000002,0.7218082910000001,0.7235106643785242,0.7235106643785242,0.7235106643785242,0.4429552171401193,0.34371142819701905,0.4429552171401193,0.6939066034884125,0.7235106643785242,0.6959761783386342
6,text cnn,5000,25,False,150,deps,deps,0.7281643210000001,0.77588546,0.8292807629999999,0.746578139,0.8909066339999999,0.719241555,0.7209610198578081,0.7209610198578081,0.7209610198578081,0.44074487201498186,0.3468134104662577,0.44074487201498186,0.692272368748621,0.7209610198578081,0.6930750762975891
7,text cnn,5000,25,False,200,deps,deps,0.7114926890000002,0.7813019509999999,0.8341819099999999,0.7486749989999999,0.886340987,0.7222949459999999,0.7242216229468006,0.7242216229468006,0.7242216229468006,0.4429387474503731,0.3574866626359755,0.4429387474503731,0.6969419311178251,0.7242216229468006,0.697854744616428
8,text cnn,5000,25,False,250,deps,deps,0.7008680679999999,0.784357733,0.8490193149999999,0.746608158,0.883294173,0.7213704599999999,0.7232655062515322,0.7232655062515322,0.7232655062515322,0.446342314603677,0.3510957953874494,0.446342314603677,0.6960011235017927,0.7232655062515322,0.6968494346474656
9,text cnn,5000,25,False,300,deps,deps,0.6922162129999999,0.787027391,0.861657135,0.7454831000000002,0.88370402,0.721614584,0.7235106643785241,0.7235106643785241,0.7235106643785241,0.43598702642075227,0.3551413015004289,0.43598702642075227,0.694322842347732,0.7235106643785241,0.6963854410164219
10,dcnn,5000,25,False,100,deps,deps,0.8116433080000001,0.7488664070000001,0.8403095649999999,0.739172736,0.936526031,0.716827799,0.7189262074037754,0.7189262074037754,0.7189262074037754,0.4013884207202234,0.33923147189191216,0.4013884207202234,0.6873208573064484,0.7189262074037754,0.6921188552651584
11,dcnn,5000,25,False,150,deps,deps,0.794187449,0.7541913179999999,0.8462178569999999,0.739876625,0.9400017829999999,0.7138850810000001,0.7160823731306694,0.7160823731306694,0.7160823731306694,0.41934621468616234,0.33415122328836044,0.41934621468616234,0.6869268402960725,0.7160823731306694,0.6896120706184016
12,dcnn,5000,25,False,200,deps,deps,0.790146035,0.755241341,0.8528750549999999,0.7382278409999999,0.9320703649999998,0.7151725430000001,0.7170139740132386,0.7170139740132386,0.7170139740132386,0.4155074348877029,0.33563367183934056,0.4155074348877029,0.6892665752109444,0.7170139740132386,0.6897489219961225
13,dcnn,5000,25,False,250,deps,deps,0.7819439149999999,0.757507879,0.8539502500000001,0.739379044,0.925934035,0.7180534039999998,0.719906839911743,0.719906839911743,0.719906839911743,0.41774461195095886,0.33805795856063003,0.41774461195095886,0.692711774587138,0.719906839911743,0.6937265783325992
14,dcnn,5000,25,False,300,deps,deps,0.778819548,0.758339283,0.848220772,0.740603847,0.926099898,0.7188671939999999,0.7208629566070116,0.7208629566070116,0.7208629566070116,0.42694550339916465,0.3351301175803776,0.42694550339916465,0.6921337609288203,0.7208629566070116,0.6932031388477627
15,rcnn,5000,25,False,100,deps,deps,1.0214790699999998,0.719853875,0.964572249,0.7348756869999999,1.013061367,0.7066715410000001,0.7087276293209119,0.7087276293209119,0.7087276293209119,0.30567258480065407,0.25295085325065547,0.30567258480065407,0.6660130308771995,0.7087276293209119,0.6688305855258128
16,rcnn,5000,25,False,150,deps,deps,1.01698371,0.722494455,0.9630578309999999,0.734567938,1.00472186,0.7043733700000001,0.7064476587398871,0.7064476587398871,0.7064476587398871,0.33544067579266806,0.2583232731950725,0.33544067579266806,0.6675407842935706,0.7064476587398871,0.6662676944628831
17,rcnn,5000,25,False,200,deps,deps,1.0201673999999998,0.72244331,0.966983549,0.7351778320000001,0.9981225159999999,0.709000658,0.7109830840892375,0.7109830840892375,0.7109830840892375,0.3446963032823819,0.2671098447203587,0.3446963032823819,0.6698251450816726,0.7109830840892375,0.6724207593843325
18,rcnn,5000,25,False,250,deps,deps,1.0192037299999996,0.7229645400000001,0.9626303230000002,0.7362613359999999,0.9974498089999997,0.708069668,0.7100759990193676,0.7100759990193676,0.7100759990193676,0.32099173640542594,0.2573135027459065,0.32099173640542594,0.668490735628809,0.7100759990193676,0.6697404291168711
19,rcnn,5000,25,False,300,deps,deps,1.01750091,0.72259347,0.9594083330000001,0.7368090319999999,0.993055393,0.7102831999999999,0.7121598430987988,0.7121598430987988,0.7121598430987988,0.33224473082009864,0.26018902374989106,0.33224473082009864,0.6721877250324223,0.7121598430987988,0.6734735500930034
20,lstm,5000,25,False,100,deps,deps,0.937657672,0.731611541,0.916063351,0.7400595759999999,1.0006882139999997,0.7143098800000001,0.716425594508458,0.716425594508458,0.716425594508458,0.345406889916777,0.2713547682798271,0.345406889916777,0.680751749171211,0.716425594508458,0.680683299956278
21,lstm,5000,25,False,150,deps,deps,0.927172659,0.7342947550000001,0.921974191,0.7414626899999999,0.9917611450000001,0.7119807790000001,0.7141701397401323,0.7141701397401323,0.7141701397401325,0.3194108969955044,0.2608774824106489,0.3194108969955044,0.6750130305081607,0.7141701397401323,0.6764987693292615
22,lstm,5000,25,False,200,deps,deps,0.9198078909999999,0.7370404290000001,0.9270848379999999,0.742129856,0.9847029829999998,0.7130712909999999,0.7151262564354008,0.7151262564354008,0.7151262564354008,0.33413774357048637,0.2618001942614243,0.33413774357048637,0.6770567393461386,0.7151262564354008,0.6776088970199632
23,lstm,5000,25,False,250,deps,deps,0.922556502,0.7368669889999999,0.9334404289999998,0.7427189200000001,0.9838653469999998,0.71295246,0.7149791615592057,0.7149791615592057,0.7149791615592057,0.3341977617263062,0.26652689887768843,0.3341977617263062,0.6782612171066593,0.7149791615592057,0.6779579115516268
24,lstm,5000,25,False,300,deps,deps,0.9201508539999999,0.7379514209999999,0.9348599459999999,0.743733817,0.979999251,0.710327133,0.7124540328511891,0.7124540328511891,0.7124540328511891,0.32814369825948436,0.25794578931862305,0.32814369825948436,0.6770263811434144,0.7124540328511891,0.673123892751272
25,gru,5000,25,False,100,deps,deps,1.04231917,0.7161829780000001,0.979852275,0.7334803650000001,0.988900704,0.7072721200000001,0.7094140720764893,0.7094140720764893,0.7094140720764893,0.3349118227019638,0.25765054338146054,0.3349118227019638,0.6705461004592327,0.7094140720764893,0.6685957744290847
26,gru,5000,25,False,150,deps,deps,1.0554941800000002,0.7154162749999999,0.9963588940000001,0.7320637369999999,0.990342633,0.70714679,0.7093160088256925,0.7093160088256925,0.7093160088256925,0.3410346373830297,0.2582344293436679,0.3410346373830297,0.6724285711617478,0.7093160088256925,0.6701284914942489
27,gru,5000,25,False,200,deps,deps,1.0589984199999998,0.7152546350000001,1.0079797629999998,0.730163987,0.995870249,0.711583646,0.7138269183623438,0.7138269183623438,0.7138269183623438,0.3519891079777927,0.2656774653080218,0.3519891079777927,0.673775310578557,0.7138269183623438,0.6767441820196824
28,gru,5000,25,False,250,deps,deps,1.059042,0.715893955,1.0093506270000001,0.7295993519999999,0.986485841,0.710540339,0.7127237067908802,0.7127237067908802,0.7127237067908802,0.3453206530476812,0.2692726534363704,0.3453206530476812,0.6738527907213193,0.7127237067908802,0.6736294863526913
29,gru,5000,25,False,300,deps,deps,1.06751036,0.714610782,1.0120976179999999,0.729707814,0.971331457,0.714287099,0.7165972051973524,0.7165972051973524,0.7165972051973524,0.35792904984465784,0.26970095853349874,0.35792904984465784,0.6775849298542566,0.7165972051973524,0.6808426299840181
