index,model_name,max_seq_length,vocab_size,embedding_dim,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,train_loss_std,train_acc_std,val_loss_std,val_acc_std,test_loss_std,test_acc_std,precision_micro_std,recall_micro_std,f1_micro_std,precision_macro_std,recall_macro_std,f1_macro_std,precision_weighted_std,recall_weighted_std,f1_weighted_std
20,gru,5,10000,50,1.1547030299999999,68.1060673,1.1263198799999998,68.3749053,1.0870764,66.4659847,0.6662907575386123,0.6662907575386123,0.6662907575386123,0.3606024988915438,0.2514010569954224,0.3606024988915438,0.6403242715966024,0.6662907575386123,0.6181874645168233,0.00883660565778639,0.07154652424673674,0.009472457741121527,0.19065040491261945,0.010170354707569293,0.6022988681910615,0.006067959421459652,0.006067959421459652,0.006067959421459652,0.030512699384667653,0.011032843151471784,0.030512699384667653,0.008736354041552038,0.006067959421459652,0.010226538758873787
21,gru,10,10000,50,1.02959683,71.424216,1.01020098,72.5737959,0.9718944669999999,70.587892,0.7074037754351556,0.7074037754351556,0.7074037754351556,0.35942424455507405,0.276793003701046,0.35942424455507405,0.668019626598386,0.7074037754351556,0.6703959520651903,0.006399928007069031,0.08154408708313937,0.009193564950647704,0.28043561339952533,0.01297032808980221,0.4485369180841657,0.004511990116360423,0.004511990116360423,0.004511990116360432,0.01830555044815002,0.01092971273265039,0.01830555044815002,0.0070301171099250185,0.004511990116360423,0.006416436588592922
22,gru,15,10000,50,0.9977934070000002,72.29612180000001,0.968173194,73.4244932,0.9508825550000001,71.20280110000002,0.713606276048051,0.713606276048051,0.713606276048051,0.3795651592746975,0.2726780898837105,0.3795651592746975,0.6789144022241146,0.713606276048051,0.6772760716425532,0.012367484505843027,0.2282930005355204,0.015735728736292514,0.4298456658938609,0.013337030621220006,0.4656179317271594,0.004594925786596226,0.004594925786596226,0.0045949257865962575,0.02390622735542036,0.010636183591805893,0.02390622735542036,0.008874214900829973,0.004594925786596226,0.007269467915753229
23,gru,20,10000,50,0.997491617,72.40571150000001,0.964835796,73.65218130000001,0.9598503690000001,71.76285969999999,0.7191468497180682,0.7191468497180682,0.7191468497180682,0.37284835678718437,0.27951935046929105,0.37284835678718437,0.6819196978751172,0.7191468497180682,0.6826163392779838,0.008919460413548987,0.19017633715186827,0.012264892565587566,0.30350480740437785,0.018979887737489938,0.7138046811955447,0.007242383990469965,0.007242383990469965,0.0072423839904699715,0.03481122521765837,0.012509150472426669,0.03481122521765837,0.008778494433222787,0.007242383990469965,0.010766897999876844
24,gru,25,10000,50,0.9903310270000001,72.604282,0.960767092,73.94492239999998,0.9536526540000001,71.6512058,0.7179700907085069,0.7179700907085069,0.7179700907085069,0.3687791217357666,0.2734991658423516,0.3687791217357666,0.6843470646335263,0.7179700907085069,0.6814320094998252,0.007224283050013481,0.10861414112147173,0.010741081006678973,0.2650928845460277,0.01600651072652845,0.7751925376022253,0.00779827240013895,0.00779827240013895,0.007798272400138969,0.028272511704579388,0.008783306592219382,0.028272511704579388,0.009971121453195501,0.00779827240013895,0.011819546401475735
25,gru,30,10000,50,0.9897257749999999,72.6205727,0.9549812879999999,73.9169764,0.948933863,71.67643460000001,0.718362343711694,0.718362343711694,0.718362343711694,0.3556385925886484,0.2739607041011543,0.3556385925886484,0.6784320924238443,0.718362343711694,0.6835321506330901,0.0077258533596551455,0.18054026600121048,0.01211724348033721,0.3400345254559387,0.007856489204579098,0.49234834103557923,0.004943583219797486,0.004943583219797486,0.004943583219797527,0.02426855560080225,0.009798022913275311,0.02426855560080225,0.007747490520826819,0.004943583219797486,0.00644615967494628
26,gru,35,10000,50,0.9874652909999998,72.6634691,0.95737567,73.7947173,0.949234237,71.9558941,0.7212797254228978,0.7212797254228978,0.7212797254228979,0.3786764145235749,0.27803572083767203,0.3786764145235749,0.681895446663435,0.7212797254228978,0.6853758922628412,0.006712292636196903,0.1664468380931643,0.009359629067595484,0.14363742360080436,0.014052820321137622,0.446506453673018,0.0044586888178966035,0.0044586888178966035,0.004458688817896579,0.024346216943110875,0.011907066478036696,0.024346216943110875,0.007261141118785436,0.0044586888178966035,0.007167040708146279
27,gru,40,10000,50,0.9922193000000001,72.5593226,0.960750962,73.8766957,0.9491004860000001,72.10547069999998,0.72272615837215,0.72272615837215,0.72272615837215,0.3805517481757892,0.2821245378572591,0.3805517481757892,0.6861230302045596,0.72272615837215,0.6881884674282869,0.006583610118858295,0.10187450581115833,0.014310877854852501,0.3189780803064857,0.007400734229623162,0.3784159376532803,0.0037838806579358402,0.0037838806579358402,0.003783880657935823,0.032354635704410585,0.012135873523593447,0.032354635704410585,0.00694265741086114,0.0037838806579358402,0.004531498163832088
28,gru,45,10000,50,0.991557891,72.55544640000001,0.9595951340000001,73.7581372,0.9508040970000001,71.7247734,0.7186810492767834,0.7186810492767834,0.7186810492767834,0.3851962302795576,0.26970162390920904,0.3851962302795576,0.6856457938753342,0.7186810492767834,0.6814078116122391,0.00721294748993696,0.18563802995447132,0.01474776429474816,0.39361125369125144,0.019547208669840596,0.6703394679542259,0.00681095576972586,0.00681095576972586,0.006810955769725871,0.030125904582135595,0.00924733853049375,0.030125904582135595,0.010295668427964599,0.00681095576972586,0.009454576584835355
29,gru,50,10000,50,0.992791152,72.5602537,0.9581214499999999,73.9075485,0.9433611770000001,71.87842049999999,0.7204461877911253,0.7204461877911253,0.7204461877911253,0.3718801588058629,0.27162471233373847,0.3718801588058629,0.682165703132436,0.7204461877911253,0.6842202321305606,0.006212223825655342,0.13183234221712925,0.010618566615955727,0.23944462982690978,0.011267332893849544,0.5304531447837231,0.005274604307135344,0.005274604307135344,0.005274604307135356,0.024250237603802037,0.00944075776031366,0.024250237603802037,0.004257542944450933,0.005274604307135344,0.007667275424625118
30,lstm,5,10000,50,1.0697776200000002,69.2807559,1.04243142,69.8983386,1.0760143,67.2093105,0.6738661436626624,0.6738661436626624,0.6738661436626624,0.37917805642083896,0.2686605485776065,0.37917805642083896,0.6481456841868154,0.6738661436626624,0.6278066115726468,0.004562644075484763,0.0704755140794772,0.006485861731112617,0.1557739215317427,0.012029326064248148,0.6527426811636603,0.006613768740777835,0.006613768740777835,0.006613768740777835,0.025251907509076455,0.007824811962055396,0.025251907509076455,0.011441147456573295,0.006613768740777835,0.009942335332237578
31,lstm,10,10000,50,0.9311860949999999,72.83971260000001,0.928516346,73.7285594,0.950283321,71.33040589999999,0.7148320666830105,0.7148320666830105,0.7148320666830105,0.38736318167007305,0.2878034565916963,0.38736318167007305,0.6793732351845527,0.7148320666830105,0.6802210181048849,0.004106849472660805,0.10744192525287549,0.007405953449694977,0.24253558054722515,0.00974259161077612,0.4302661309191067,0.004260080511090273,0.004260080511090273,0.004260080511090254,0.03213731190319377,0.01367002661047181,0.03213731190319377,0.011012959985503291,0.004260080511090273,0.005171844070330259
32,lstm,15,10000,50,0.891141813,73.90128030000001,0.884861152,74.74489739999999,0.9319379980000001,71.938641,0.72091198823241,0.72091198823241,0.72091198823241,0.3942247444910257,0.29010149459382817,0.3942247444910257,0.6928110654723665,0.72091198823241,0.683962968849089,0.003353376433553529,0.05740391893135438,0.00893638510353509,0.19411608887993984,0.013536951268437878,0.7962881599779771,0.007942517962762078,0.007942517962762078,0.00794251796276205,0.01922691542587063,0.014288740426200331,0.01922691542587063,0.007491797744740223,0.007942517962762078,0.011641102377882448
33,lstm,20,10000,50,0.8725489920000001,74.29819919999998,0.870703569,75.21729429999999,0.9280014710000002,72.47851730000001,0.7263054670262319,0.7263054670262319,0.7263054670262319,0.37103751701615134,0.28781215667716414,0.37103751701615134,0.6894916686391108,0.7263054670262319,0.6916253941891911,0.0050363885413123085,0.10107600081544803,0.005814998260816539,0.12329533028559161,0.01511835605755135,0.4892041332359305,0.004967032455335227,0.004967032455335227,0.0049670324553351755,0.02130072512482303,0.014580811464462638,0.02130072512482303,0.006672146955702338,0.004967032455335227,0.006816562324573654
34,lstm,25,10000,50,0.863733401,74.5106619,0.8611092209999999,75.3495922,0.9327109210000002,72.47607589999998,0.7262809512135326,0.7262809512135326,0.7262809512135326,0.3953453066977095,0.295247556422778,0.3953453066977095,0.6945490902407826,0.7262809512135326,0.6920907138833986,0.007139715736663877,0.1269064011418155,0.006538201758127935,0.15943573043622955,0.013096967792608771,0.5794775150055297,0.005825909495019206,0.005825909495019206,0.0058259094950191895,0.029713533960879963,0.0258545925598067,0.029713533960879963,0.0086813448230648,0.005825909495019206,0.008199142318353432
35,lstm,30,10000,50,0.8588269649999999,74.56639919999999,0.859135226,75.2687487,0.934594388,72.3753275,0.7253248345182645,0.7253248345182645,0.7253248345182642,0.38269545145014516,0.29620783478021023,0.38269545145014516,0.688890013542671,0.7253248345182645,0.6915359426984263,0.006358386418221855,0.1305726146818138,0.0068613581108815675,0.23144538374698564,0.008685540562830437,0.5416566228671377,0.00550281552969361,0.00550281552969361,0.005502815529693616,0.029909796310480963,0.019303087618249896,0.029909796310480963,0.009837945683186137,0.00550281552969361,0.009044913483817864
36,lstm,35,10000,50,0.854569788,74.71598839999999,0.8594152399999999,75.28684410000001,0.9348828820000001,72.4923517,0.726305467026232,0.726305467026232,0.726305467026232,0.39342175414920205,0.2957735462635299,0.39342175414920205,0.693796221875958,0.726305467026232,0.692381414414645,0.007995498260083308,0.1492375253794332,0.008292273236769529,0.19723980930411136,0.01872745135273933,0.6832953303670025,0.006844162368320303,0.006844162368320303,0.006844162368320246,0.028911090715321823,0.013047765530901463,0.028911090715321823,0.009921216301400962,0.006844162368320303,0.008052510391431924
37,lstm,40,10000,50,0.853574227,74.736598,0.858993782,75.2912774,0.9385137799999999,72.13427870000001,0.722848737435646,0.722848737435646,0.722848737435646,0.37874026398368327,0.2925500135125312,0.37874026398368327,0.6872324005567312,0.722848737435646,0.6888061061604128,0.010243375877590387,0.18119735151547323,0.005259971481618506,0.25252146823947835,0.010377772493632705,0.6138793199448972,0.006200179951425546,0.006200179951425546,0.006200179951425513,0.021114747666037017,0.014979955015792704,0.021114747666037017,0.005884902309543329,0.006200179951425546,0.006772407536575628
38,lstm,45,10000,50,0.850016694,74.8230117,0.8616536300000002,75.3225507,0.940599633,72.5325533,0.7268202990929149,0.7268202990929149,0.7268202990929149,0.386368085619968,0.2916617256696633,0.386368085619968,0.6935323703567886,0.7268202990929149,0.6935027852384245,0.006643591863645275,0.10192696258710529,0.008214018331822153,0.19446809339668994,0.0152785758513882,0.7322866136845334,0.007427072998848484,0.007427072998848484,0.007427072998848461,0.022350181884167788,0.01312272520413733,0.022350181884167788,0.006342130816576215,0.007427072998848484,0.009086120508989236
39,lstm,50,10000,50,0.852812921,74.78668119999999,0.8578952559999999,75.31275020000001,0.942352065,72.9147145,0.730546702623192,0.730546702623192,0.730546702623192,0.38744687070330686,0.30083511897534687,0.38744687070330686,0.6930649504287476,0.730546702623192,0.69883769327821,0.00874174175257418,0.17251983640523616,0.012041686420401071,0.16690430172393914,0.018256257271443668,0.27782353460514986,0.0027650871098963514,0.0027650871098963514,0.0027650871098963735,0.017533680742903006,0.012468845238802529,0.017533680742903006,0.004228369782530604,0.0027650871098963514,0.003376023414595337
40,rcnn,5,10000,50,1.1175374999999999,68.4393249,1.06953908,69.1776205,1.1032359399999998,66.063641,0.6624172591321402,0.6624172591321402,0.6624172591321402,0.3329799633791359,0.24273760376696663,0.3329799633791359,0.6299835579612025,0.6624172591321402,0.6120385432547237,0.004831093263434266,0.06008019572657945,0.006188020174283017,0.2724685391670633,0.017316304641015134,0.8856742641372767,0.00900471878016593,0.00900471878016593,0.00900471878016593,0.01891017041280148,0.011053784927048485,0.01891017041280148,0.005891195388827497,0.00900471878016593,0.014905626069870274
41,rcnn,10,10000,50,1.0030702199999997,71.76700830000001,0.9696286439999999,72.72712829999999,0.97785099,70.41748150000001,0.7054425104192206,0.7054425104192206,0.7054425104192206,0.3442523275374158,0.2685174373489446,0.3442523275374158,0.6676643367176951,0.7054425104192206,0.6667533360803723,0.003986469869601965,0.10335600712645439,0.011476310602573366,0.30306465116870757,0.013534557069914676,0.5123274521818708,0.00511285161303841,0.00511285161303841,0.005112851613038424,0.026608810859001065,0.02111751278747009,0.026608810859001065,0.010630452235339738,0.00511285161303841,0.00747746051533003
42,rcnn,15,10000,50,0.980300586,72.5261677,0.933406704,73.833582,0.959532259,71.5364599,0.716817847511645,0.716817847511645,0.716817847511645,0.35745730065991693,0.2714710488415875,0.35745730065991693,0.6795882665495665,0.716817847511645,0.6806193314768896,0.005958868659459891,0.10724157617583892,0.009235588877245092,0.37166424439360385,0.01668961514304193,0.5002672827422537,0.005103962191324326,0.005103962191324326,0.005103962191324319,0.023975928114416196,0.011453426232633387,0.023975928114416196,0.007992088194585021,0.005103962191324326,0.006204662922801115
43,rcnn,20,10000,50,0.972850575,72.7472881,0.92594741,73.99674889999999,0.9630738749999999,71.7000338,0.7184604069624908,0.7184604069624908,0.7184604069624909,0.35147259643917805,0.2718963440570403,0.35147259643917805,0.6773554715146417,0.7184604069624908,0.68037804675646,0.004864524678918328,0.12796697398543366,0.008901800166657954,0.21822554898008312,0.008024343348601819,0.42316964743359126,0.004192769437876613,0.004192769437876613,0.004192769437876616,0.02343936564749308,0.016367537861083893,0.02343936564749308,0.00797414533553721,0.004192769437876613,0.00542397590377338
44,rcnn,25,10000,50,0.9664422439999999,72.92699990000001,0.909371009,74.37607310000001,0.9571161119999999,71.6129571,0.717724932581515,0.717724932581515,0.717724932581515,0.36040658058669894,0.2699238483755945,0.36040658058669894,0.6766995610689831,0.717724932581515,0.6802434750194069,0.0037615565026734156,0.10027882772931807,0.009191768261237826,0.20457908022758767,0.007481416978035647,0.49974345579449986,0.005085283221634663,0.005085283221634663,0.00508528322163465,0.0335197726763977,0.010787142735948633,0.0335197726763977,0.008705770460002671,0.005085283221634663,0.00741208667966139
45,rcnn,30,10000,50,0.967649178,72.96685520000001,0.915175183,74.31635980000001,0.9566063620000002,71.5480164,0.7169894582005393,0.7169894582005393,0.7169894582005393,0.3693715679817934,0.26905442685911474,0.3693715679817934,0.6821766511853701,0.7169894582005393,0.6787844769795025,0.0040593629010879,0.10525644600562133,0.008855140495236556,0.3380275599614824,0.01433999867235995,0.8042267646166872,0.008124566466833811,0.008124566466833811,0.008124566466833825,0.017920520339495125,0.01579888858385499,0.017920520339495125,0.006979824207630298,0.008124566466833811,0.01145723702408421
46,rcnn,35,10000,50,0.9638980759999999,73.0741037,0.9168761790000002,74.32738860000002,0.959444231,71.452151,0.7160823731306692,0.7160823731306692,0.7160823731306692,0.3548835428517263,0.26531544124905626,0.3548835428517263,0.6759205299131457,0.7160823731306692,0.6782216561407602,0.004892300235844964,0.08121559437838467,0.00904591375530711,0.2358433852275692,0.008466858640329419,0.5835815385361511,0.005701002762073932,0.005701002762073932,0.005701002762073938,0.020714859691037583,0.01242205897759416,0.020714859691037583,0.006604241179712839,0.005701002762073932,0.007472323622926687
47,rcnn,40,10000,50,0.9627369100000001,73.1220554,0.907881004,74.4993467,0.9528428019999999,72.07291839999999,0.7222603579308654,0.7222603579308654,0.7222603579308654,0.3584662128341249,0.2666230965601051,0.3584662128341249,0.6849170129417271,0.7222603579308654,0.6874490595898218,0.0057001387880315614,0.12193886884846795,0.014168182082930443,0.2809023222399349,0.015160794166428652,0.5385125502978244,0.0054543627742664755,0.0054543627742664755,0.00545436277426644,0.019691212106046053,0.009360340482452649,0.019691212106046053,0.005406029000929282,0.0054543627742664755,0.0043094855436744215
