index,model_name,vocab_size,max_seq_length,to_lower,use_punct,embedding_dim,embedding_type,embedding_source,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
85,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.8604169,74.108213,0.84404314,75.129294,0.9560253000000001,73.16196999999998,0.7329573320255027,0.7329573320255027,0.7329573320255026,0.3487181743305693,0.30273759127609984,0.3487181743305693,0.6879364834914916,0.7329573320255027,0.698402057952503
86,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.8645318000000001,74.05596999999999,0.8546155000000001,74.79836,0.9573805000000001,72.094727,0.721922511034821,0.721922511034821,0.721922511034821,0.3522498283200212,0.28216672413864496,0.3522498283200212,0.6836709378368434,0.721922511034821,0.6846178441133639
87,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.873928,73.9272,0.85096365,74.6924,0.9551079,71.54366399999999,0.7170181461500735,0.7170181461500735,0.7170181461500735,0.3462355056136536,0.26276933483192044,0.3462355056136536,0.6809338728844253,0.7170181461500735,0.6772313223868748
88,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.8694738000000001,74.07385,0.8488584000000001,74.78621999999999,0.92783856,72.202843,0.7236390387444825,0.7236390387444825,0.7236390387444825,0.3589136928898302,0.2806132908425505,0.3589136928898302,0.6822588666309205,0.7236390387444825,0.6912324867410117
89,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.88338745,73.84491,0.8540221,74.88027,0.9875856,71.268135,0.7145659637076999,0.7145659637076999,0.7145659637076999,0.31290702744558113,0.2350175589207423,0.31290702744558113,0.6720565250338645,0.7145659637076999,0.6763342143410178
90,lstm,10000,128,True,True,50,glove,glove.6B.50d,0.85653263,74.33845,0.8470075,75.05881,0.9364745000000001,72.60045000000001,0.7273173124080432,0.7273173124080432,0.7273173124080432,0.4117993663670245,0.29551822376055176,0.4117993663670245,0.6931873880381252,0.7273173124080432,0.6899215815575207
91,lstm,10000,128,True,True,50,glove,glove.6B.50d,0.86434627,74.1025,0.8331578000000002,75.18647299999999,0.93381625,73.235214,0.7336929867582148,0.7336929867582148,0.7336929867582148,0.44816595417866784,0.3101185795609293,0.44816595417866784,0.6988866764256462,0.7336929867582148,0.7010982495939699
92,lstm,10000,128,True,True,50,glove,glove.6B.50d,0.8514961999999999,74.4254,0.82815623,75.45253000000001,0.9330299999999999,72.25865,0.7238842569887199,0.7238842569887199,0.7238842569887199,0.4002010452201109,0.30939757297119536,0.4002010452201109,0.6997671190642989,0.7238842569887199,0.6906837632585245
93,lstm,10000,128,True,True,50,glove,glove.6B.50d,0.8527988000000001,74.48154,0.8392746999999999,75.35171,0.92267734,73.82115,0.7395782246199117,0.7395782246199117,0.7395782246199116,0.4144888486594562,0.3251548369629418,0.4144888486594562,0.7042419414360371,0.7395782246199117,0.7090740277096976
94,lstm,10000,128,True,True,50,glove,glove.6B.50d,0.8841195,74.04899999999999,0.85800844,75.008404,0.9886091,71.81222,0.7197155468366846,0.7197155468366846,0.7197155468366847,0.3959953619144548,0.30141030060420154,0.3959953619144548,0.6800525009678873,0.7197155468366846,0.6873352477015886
95,lstm,10000,128,True,True,50,glove,glove.6B.50d,0.858442,74.287057,0.8317621999999999,75.38882,0.9378337999999999,72.95968,0.7312408043158412,0.7312408043158412,0.7312408043158409,0.4027369135298161,0.3161959172393818,0.4027369135298161,0.6896537039326779,0.7312408043158412,0.7002773928441235
96,lstm,10000,128,True,True,50,glove,glove.6B.50d,0.85267067,74.39889000000001,0.83325887,75.07445,0.926531,72.78181,0.7297694948504169,0.7297694948504169,0.729769494850417,0.39736268801943975,0.32055064126934274,0.39736268801943975,0.6922675740939409,0.7297694948504169,0.6989932875645655
97,lstm,10000,128,True,True,50,glove,glove.6B.50d,0.87067086,74.21409999999999,0.861708,75.013536,0.9576998999999999,72.28306500000001,0.7241294752329573,0.7241294752329573,0.7241294752329572,0.417823046604468,0.2941549973520186,0.417823046604468,0.7011256351528976,0.7241294752329573,0.6899883545576448
98,lstm,10000,128,True,True,50,glove,glove.6B.50d,0.8625456,74.352914,0.8400268,75.32953599999999,0.92142606,73.11314300000001,0.7324668955370279,0.7324668955370279,0.7324668955370279,0.3880141079155076,0.2816236885735032,0.3880141079155076,0.6934797155877518,0.7324668955370279,0.6997496315848625
99,lstm,10000,128,True,True,50,glove,glove.6B.50d,0.85340774,74.345607,0.8144587,75.55172,0.90907913,72.55162,0.7268268759195684,0.7268268759195684,0.7268268759195684,0.3806381784783035,0.288263564769205,0.3806381784783035,0.6862581984579891,0.7268268759195684,0.6943818116708486
100,gru,10000,128,False,True,50,glove,glove.6B.50d,0.9532196,72.71494000000001,0.91492575,73.78594000000001,0.9598706,70.66475999999999,0.7081902893575281,0.7081902893575281,0.7081902893575281,0.284637622292766,0.2571347582760816,0.284637622292766,0.6686738985664871,0.7081902893575281,0.6669344993803896
101,gru,10000,128,False,True,50,glove,glove.6B.50d,0.9489015,72.758466,0.9210693999999999,73.86039000000001,0.955309,72.202843,0.7236390387444825,0.7236390387444825,0.7236390387444825,0.36273259971114413,0.27805478426104513,0.36273259971114413,0.6783981864358087,0.7236390387444825,0.6844647598391713
102,gru,10000,128,False,True,50,glove,glove.6B.50d,0.94475013,72.914124,0.8957879999999999,74.56964,0.9615394,71.17048,0.7135850907307504,0.7135850907307504,0.7135850907307504,0.3877604718049164,0.27974077422537497,0.3877604718049164,0.6748937056648253,0.7135850907307504,0.6782499890285139
103,gru,10000,128,False,True,50,glove,glove.6B.50d,0.95479727,72.73691,0.9193295,73.935306,0.97313964,71.38672,0.7148111819519373,0.7148111819519373,0.7148111819519373,0.38188997518204176,0.28053540679214595,0.38188997518204176,0.6873419603267857,0.7148111819519373,0.6804771254100471
104,gru,10000,128,False,True,50,glove,glove.6B.50d,0.95166016,72.811306,0.9055475000000001,74.438244,0.9371222,71.45299,0.7157920549288868,0.7157920549288868,0.7157920549288868,0.3440632134348139,0.2547479185835125,0.3440632134348139,0.6761334172412927,0.7157920549288868,0.6792725803569888
105,gru,10000,128,False,True,50,glove,glove.6B.50d,0.9472912,72.83677,0.90278906,74.68517,0.9548825999999999,71.38672,0.7148111819519373,0.7148111819519373,0.7148111819519373,0.3175533240012918,0.2662759736011976,0.3175533240012918,0.6648576735760493,0.7148111819519373,0.6781806147920005
106,gru,10000,128,False,True,50,glove,glove.6B.50d,0.9534128000000001,72.76356,0.8985804000000001,74.68423000000001,0.9335189,72.82714999999999,0.7292790583619422,0.7292790583619422,0.7292790583619422,0.3505678768408269,0.2894625067014361,0.3505678768408269,0.6847394387400406,0.7292790583619422,0.6945997409646997
107,gru,10000,128,False,True,50,glove,glove.6B.50d,0.9537853999999999,72.796077,0.90583247,74.60815,0.9374943000000001,71.250695,0.7140755272192251,0.7140755272192251,0.7140755272192251,0.30292463124922664,0.2650719274335777,0.30292463124922664,0.6698066200365012,0.7140755272192251,0.6752863568865365
108,gru,10000,128,False,True,50,glove,glove.6B.50d,0.9503858000000001,72.812366,0.9067594999999999,74.5204,0.9516674,70.779854,0.7096615988229524,0.7096615988229524,0.7096615988229524,0.30325826325119404,0.2613026770358886,0.30325826325119404,0.662329645701273,0.7096615988229524,0.6670456793151353
109,gru,10000,128,False,True,50,glove,glove.6B.50d,0.95231766,72.71989599999999,0.91766244,73.750234,0.98067737,70.835656,0.7099068170671898,0.7099068170671898,0.7099068170671898,0.3751911917170189,0.2726687022043298,0.3751911917170189,0.667923934899233,0.7099068170671898,0.6717449671121082
110,gru,10000,128,True,True,50,glove,glove.6B.50d,0.95246017,72.898054,0.89511675,74.49822400000001,0.95467037,71.54366399999999,0.7170181461500735,0.7170181461500735,0.7170181461500735,0.40663515212253776,0.2830168694774388,0.40663515212253776,0.6936370169997749,0.7170181461500735,0.6810715962484741
111,gru,10000,128,True,True,50,glove,glove.6B.50d,0.9609153,72.71382,0.9069369,73.93624,0.94300646,71.56808000000001,0.7172633643943109,0.7172633643943109,0.7172633643943109,0.3841759981179312,0.2792716403490305,0.3841759981179312,0.6742996863862019,0.7172633643943109,0.6794075990664865
112,gru,10000,128,True,True,50,glove,glove.6B.50d,0.95593023,72.822315,0.9134843,74.181056,0.9305775,72.293526,0.7248651299656694,0.7248651299656694,0.7248651299656694,0.3614032869506612,0.28030249956095643,0.3614032869506612,0.6793345093878324,0.7248651299656694,0.6925687193894838
113,gru,10000,128,True,True,50,glove,glove.6B.50d,0.9573156999999999,72.875416,0.90790284,74.511296,0.9302117,72.16797,0.7226581657675331,0.7226581657675331,0.7226581657675331,0.40533248572389696,0.27888209973035183,0.40533248572389696,0.6962762897955348,0.7226581657675331,0.6885321003701051
114,gru,10000,128,True,True,50,glove,glove.6B.50d,0.9556851999999999,72.863793,0.91622686,74.090505,0.9431881,71.83663,0.719960765080922,0.719960765080922,0.7199607650809219,0.3564420122396903,0.2762238173348697,0.3564420122396903,0.6784135528640323,0.719960765080922,0.6828937950598649
115,gru,10000,128,True,True,50,glove,glove.6B.50d,0.9542608,72.90143,0.9081546999999999,74.19226,0.9570933,71.079797,0.7123589995095635,0.7123589995095635,0.7123589995095634,0.35865711886413226,0.27856271583721337,0.35865711886413226,0.6752872870444716,0.7123589995095635,0.6740142485005307
116,gru,10000,128,True,True,50,glove,glove.6B.50d,0.9442389000000001,72.95961,0.889835,74.350727,0.95554465,72.00753,0.7216772927905836,0.7216772927905836,0.7216772927905836,0.33061674126409324,0.2709631037741535,0.33061674126409324,0.6759938288523021,0.7216772927905836,0.6829682209473243
117,gru,10000,128,True,True,50,glove,glove.6B.50d,0.95491195,72.80300999999999,0.9157791999999999,74.26461,0.9550523999999999,72.12263000000002,0.7231486022560079,0.7231486022560079,0.7231486022560077,0.3647442873378973,0.2992435779413965,0.3647442873378973,0.6769643705659752,0.7231486022560079,0.6919076762144942
118,gru,10000,128,True,True,50,glove,glove.6B.50d,0.95469975,72.86498,0.912531,74.28468000000001,0.9473381,71.81920000000001,0.7194703285924473,0.7194703285924473,0.7194703285924474,0.38883512100174705,0.2821268048188605,0.38883512100174705,0.6788222408545315,0.7194703285924473,0.6836774219947878
119,gru,10000,128,True,True,50,glove,glove.6B.50d,0.9485865,72.974306,0.90764046,74.26064,0.9509396999999999,71.81222,0.7197155468366846,0.7197155468366846,0.7197155468366847,0.3659638049626901,0.2760739525787052,0.3659638049626901,0.6803542635229215,0.7197155468366846,0.6839445734617988
