index,model_name,vocab_size,max_seq_length,embedding_dim,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,train_loss_std,train_acc_std,val_loss_std,val_acc_std,test_loss_std,test_acc_std,precision_micro_std,recall_micro_std,f1_micro_std,precision_macro_std,recall_macro_std,f1_macro_std,precision_weighted_std,recall_weighted_std,f1_weighted_std
22,text cnn,5500,128,50,0.7726270630000001,74.97646749999998,0.7473876080000001,75.6116979,0.8532736030000001,72.5976583,0.727335131159598,0.727335131159598,0.727335131159598,0.4422041073428444,0.34323700450426264,0.4422041073428444,0.6953302277621907,0.727335131159598,0.6993728317908005,0.004353642079120671,0.07394440680109983,0.005362204923670803,0.2521622237438298,0.007631344341211088,0.38819658594012,0.0038465441202199823,0.0038465441202199823,0.0038465441202199624,0.027823856330938375,0.012604811930404632,0.027823856330938375,0.005929461651340676,0.0038465441202199823,0.004973169380222778
23,text cnn,4500,128,50,0.773012714,74.951492,0.7513413200000001,75.4186113,0.854877924,72.5231136,0.7266977200294189,0.7266977200294189,0.7266977200294189,0.45271466945546895,0.34264348640011655,0.45271466945546895,0.6958554921195089,0.7266977200294189,0.6974894626215778,0.0030035583775071453,0.0784218714333613,0.00784804688989703,0.30151195231589745,0.013305174698840683,0.4699510935108554,0.00482739530907188,0.00482739530907188,0.004827395309071827,0.03435417918754749,0.015370668365808342,0.03435417918754749,0.0056576859830123356,0.00482739530907188,0.005838460613685942
24,text cnn,5000,128,50,0.8114978410000001,73.9757014,0.756690085,75.2243524,0.8589705970000001,72.0623384,0.7220151998038734,0.7220151998038734,0.7220151998038734,0.42969311076723377,0.3251309599027302,0.42969311076723377,0.6922470121355522,0.7220151998038734,0.6907150970585549,0.0035272551883470766,0.07758920460877254,0.004769043313801681,0.20947615870611044,0.011309931941384832,0.4520706049384037,0.0045241104025454905,0.0045241104025454905,0.0045241104025454636,0.030800595942387033,0.016244287040280535,0.030800595942387033,0.008075109426898255,0.0045241104025454905,0.0068605054564741304
25,text cnn,6000,128,50,0.7740358350000001,74.94145110000001,0.748288943,75.52486429999999,0.85753861,72.51123169999998,0.7265506251532239,0.7265506251532239,0.7265506251532239,0.4330637481813494,0.3433825510272376,0.4330637481813494,0.6963092254155134,0.7265506251532239,0.6981859618202007,0.00344943955988103,0.08389281056397156,0.004786005909644992,0.2342987118132403,0.01295179544398723,0.5026333309476888,0.004981799740279546,0.004981799740279546,0.004981799740279535,0.03728355894127884,0.02400654117836168,0.03728355894127884,0.007466394562120863,0.004981799740279546,0.007820041735057143
26,text cnn,6500,128,50,0.77148522,75.0110489,0.748272411,75.52190759999999,0.85633702,72.4711939,0.7262319195881344,0.7262319195881344,0.7262319195881343,0.43557968934802205,0.33819103886410284,0.43557968934802205,0.6942356795416245,0.7262319195881344,0.6986325544280589,0.0035210468631202453,0.10111696026159303,0.003924526867179016,0.17071108958718584,0.006700074581230039,0.3590396434117135,0.0036674614261746064,0.0036674614261746064,0.0036674614261745873,0.03608547843294404,0.013367789175318842,0.03608547843294404,0.005912086624435504,0.0036674614261746064,0.0043747379847510846
27,text cnn,7000,128,50,0.771142573,75.0372377,0.748896081,75.6019422,0.8546608069999999,72.56722160000001,0.7269183623437117,0.7269183623437117,0.7269183623437117,0.44713250376221325,0.343694892097299,0.44713250376221325,0.6956570841161985,0.7269183623437117,0.6981459749582312,0.004455009721949827,0.08350292299215166,0.007209562470356002,0.30351693292935905,0.00787243124741022,0.43484027485125304,0.004261099322268579,0.004261099322268579,0.004261099322268559,0.03986247475734096,0.0234056575877865,0.03986247475734096,0.005157497527632896,0.004261099322268579,0.005425437181104853
28,text cnn,500,128,50,0.7954727149999999,74.0414646,0.7676776459999999,74.8632219,0.8656264210000002,71.61849169999999,0.717724932581515,0.717724932581515,0.7177249325815152,0.40717455510432465,0.3136758774087879,0.40717455510432465,0.6881127992249624,0.717724932581515,0.6876255129950255,0.002630266657120748,0.07357087045714725,0.0030409665823301554,0.1917065064116059,0.00697522423127816,0.45806359952280185,0.004588235485001288,0.004588235485001288,0.004588235485001223,0.032036654675941925,0.015831666373780057,0.032036654675941925,0.0041295173497344455,0.004588235485001288,0.0054559289284045265
29,text cnn,4000,128,50,0.773395824,74.92172339999999,0.748463254,75.5204898,0.8542925219999999,72.6678075,0.7280951213532728,0.7280951213532728,0.7280951213532728,0.4517060208030962,0.35277277744144264,0.4517060208030962,0.6986269854555941,0.7280951213532728,0.7003180182173832,0.0038361792887634727,0.07579787003193103,0.009269126994355694,0.2423157234513073,0.011675428604300011,0.5616712992153706,0.005626721726898518,0.005626721726898518,0.005626721726898519,0.0340198886168526,0.022772932730816025,0.0340198886168526,0.006322243327615837,0.005626721726898518,0.008083209490663167
30,text cnn,7500,128,50,0.7698956979999999,75.0678735,0.749080523,75.4750588,0.859986898,72.44319749999998,0.7258396665849475,0.7258396665849475,0.7258396665849475,0.4295464256984746,0.33772566612941357,0.4295464256984746,0.6930468511341372,0.7258396665849475,0.6970208881393918,0.0033209258411533186,0.08443030446106836,0.00880372374421319,0.27872052925697827,0.013677390358627002,0.5576335844228564,0.0054868338658645155,0.0054868338658645155,0.005486833865864514,0.014060536714339959,0.013947948885547455,0.014060536714339959,0.006703709822322282,0.0054868338658645155,0.00665894306755274
31,text cnn,8000,128,50,0.7705788009999999,75.0458891,0.7505294920000001,75.49136500000002,0.8561805510000001,72.5265305,0.7266486884040207,0.7266486884040207,0.7266486884040207,0.43829051366816,0.34252477644727647,0.43829051366816,0.6962529272502059,0.7266486884040207,0.6988006357468409,0.0029744913588131932,0.045717874730549383,0.005294150209470831,0.26389976766989043,0.008763592527302213,0.2965924575954367,0.002930525631615779,0.002930525631615779,0.002930525631615758,0.027431270509392407,0.022753167016788242,0.027431270509392407,0.005399715165555141,0.002930525631615779,0.004027636787011301
32,dcnn,7500,128,50,0.812124466,73.98548959999998,0.763449625,75.1531133,0.8572280639999998,72.3647483,0.7250796763912724,0.7250796763912724,0.7250796763912724,0.41966827858249156,0.3342039077517704,0.41966827858249156,0.6913381660967767,0.7250796763912724,0.6944662013659892,0.0019714084985963565,0.06864755011279156,0.005467717748673667,0.12785770053552903,0.010412754819777721,0.4275051118220834,0.004441807031688882,0.004441807031688882,0.00444180703168886,0.0319882094913581,0.007703778463641504,0.0319882094913581,0.004558468600427514,0.004441807031688882,0.007237108619587942
33,dcnn,7000,128,50,0.811935495,73.94434799999999,0.7624566589999999,75.0965428,0.8543426359999999,72.67675979999999,0.7284628585437608,0.7284628585437608,0.7284628585437608,0.4304399657247882,0.3305794762399121,0.4304399657247882,0.6956816280256952,0.7284628585437608,0.6990397331583127,0.0016147860574787707,0.035536027777766994,0.006089625422582728,0.2678313209266039,0.00883072396278182,0.3951905425492865,0.0040104153070220075,0.0040104153070220075,0.0040104153070220075,0.031204500031345336,0.014749856829317317,0.031204500031345336,0.005606155987120172,0.0040104153070220075,0.0047738742112873695
34,dcnn,6500,128,50,0.8120197429999999,73.9272594,0.7650004639999999,74.96513149999998,0.853470579,72.5706403,0.7272860995341996,0.7272860995341996,0.7272860995341996,0.43270040570096685,0.3374857839041225,0.43270040570096685,0.6946458274741355,0.7272860995341996,0.6972834007772338,0.0025804831351643838,0.0689075680720183,0.004093969407124427,0.1759852880538311,0.009846113071910882,0.4632990223413502,0.004588235485001259,0.004588235485001259,0.004588235485001258,0.022524875636397546,0.011080705799344566,0.022524875636397546,0.004313570397449212,0.004588235485001259,0.006257784781305975
35,dcnn,6000,128,50,0.8127100500000001,73.9458191,0.767037895,75.0046833,0.857388508,72.30924560000001,0.7244667810737926,0.7244667810737926,0.7244667810737927,0.4303043508784373,0.3314828815713865,0.4303043508784373,0.6911068688506804,0.7244667810737926,0.69256493367141,0.0020545537980031104,0.05469654814509672,0.004772170814585658,0.21542122622643403,0.008381872197192192,0.3765349189948927,0.0037062237013758257,0.0037062237013758257,0.003706223701375801,0.021921333029539896,0.01104699661742942,0.021921333029539896,0.004931498647327421,0.0037062237013758257,0.004180732302702802
36,dcnn,5500,128,50,0.813582938,73.9099472,0.7635995259999999,75.14272059999999,0.849467855,72.6829438,0.7284138269183623,0.7284138269183623,0.7284138269183623,0.43662314446103395,0.3393107115309807,0.43662314446103395,0.6973180551505525,0.7284138269183623,0.6984749715697144,0.0027538167311803425,0.09549324666267453,0.004104064947150217,0.17479985050286242,0.009410546625485041,0.744064052300286,0.0074340381492017495,0.0074340381492017495,0.007434038149201737,0.03090903508436603,0.018200455083695572,0.03090903508436603,0.008093701490255635,0.0074340381492017495,0.008784014959256074
