index,model_name,model_A,model_B,P({a} > {b}),P({a} == {b}),P({b} > {a}),left,within,right
395,rcnn,1500,5000,0.0,0.6468,0.3532,0.0,0.6468,0.3532
396,rcnn,1500,5500,0.0,0.90392,0.09608,0.0,0.90392,0.09608
397,rcnn,1500,6000,0.0,0.9502,0.0498,0.0,0.9502,0.0498
398,rcnn,1500,6500,0.0,0.85814,0.14186,0.0,0.85814,0.14186
399,rcnn,1500,7000,0.0,0.77584,0.22416,0.0,0.77584,0.22416
400,rcnn,1500,7500,6e-05,0.56978,0.43016,6e-05,0.56978,0.43016
401,rcnn,1500,8000,0.0,0.94936,0.05064,0.0,0.94936,0.05064
402,rcnn,2000,2500,0.0,1.0,0.0,0.0,1.0,0.0
403,rcnn,2000,3000,0.0021,0.9979,0.0,0.0021,0.9979,0.0
404,rcnn,2000,3500,0.0,0.99528,0.00472,0.0,0.99528,0.00472
405,rcnn,2000,4000,0.0,0.90408,0.09592,0.0,0.90408,0.09592
406,rcnn,2000,4500,0.0,0.9867,0.0133,0.0,0.9867,0.0133
407,rcnn,2000,5000,0.0,0.72146,0.27854,0.0,0.72146,0.27854
408,rcnn,2000,5500,0.0,0.97924,0.02076,0.0,0.97924,0.02076
409,rcnn,2000,6000,0.0,0.96904,0.03096,0.0,0.96904,0.03096
410,rcnn,2000,6500,0.0,0.8787,0.1213,0.0,0.8787,0.1213
411,rcnn,2000,7000,0.0,0.83108,0.16892,0.0,0.83108,0.16892
412,rcnn,2000,7500,4e-05,0.29832,0.70164,4e-05,0.29832,0.70164
413,rcnn,2000,8000,0.0,0.93612,0.06388,0.0,0.93612,0.06388
414,rcnn,2500,3000,0.00838,0.9906,0.00102,0.00838,0.9906,0.00102
415,rcnn,2500,3500,0.0,0.98508,0.01492,0.0,0.98508,0.01492
416,rcnn,2500,4000,0.0,0.93218,0.06782,0.0,0.93218,0.06782
417,rcnn,2500,4500,0.0,0.98862,0.01138,0.0,0.98862,0.01138
418,rcnn,2500,5000,4e-05,0.58526,0.4147,4e-05,0.58526,0.4147
419,rcnn,2500,5500,0.00016,0.95116,0.04868,0.00016,0.95116,0.04868
420,rcnn,2500,6000,0.0,0.91708,0.08292,0.0,0.91708,0.08292
421,rcnn,2500,6500,0.0,0.83484,0.16516,0.0,0.83484,0.16516
422,rcnn,2500,7000,0.0,0.79224,0.20776,0.0,0.79224,0.20776
423,rcnn,2500,7500,0.0,0.57276,0.42724,0.0,0.57276,0.42724
424,rcnn,2500,8000,0.0,0.96404,0.03596,0.0,0.96404,0.03596
425,rcnn,3000,3500,0.0,0.9845,0.0155,0.0,0.9845,0.0155
426,rcnn,3000,4000,0.0,0.78616,0.21384,0.0,0.78616,0.21384
427,rcnn,3000,4500,0.0,0.96098,0.03902,0.0,0.96098,0.03902
428,rcnn,3000,5000,4e-05,0.54604,0.45392,4e-05,0.54604,0.45392
429,rcnn,3000,5500,0.0,0.92638,0.07362,0.0,0.92638,0.07362
430,rcnn,3000,6000,0.0,0.90312,0.09688,0.0,0.90312,0.09688
431,rcnn,3000,6500,0.0,0.72142,0.27858,0.0,0.72142,0.27858
432,rcnn,3000,7000,0.0,0.71318,0.28682,0.0,0.71318,0.28682
433,rcnn,3000,7500,4e-05,0.3524,0.64756,4e-05,0.3524,0.64756
