index,model_name,vocab_size,max_seq_length,use_punct,embedding_dim,embedding_type,embedding_source,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0,cnn,5000,25,False,100,glove,glove.840B.300d,0.829622882,0.745347114,0.9040975,0.736613459,0.9618611990000001,0.7048421389999999,0.7066683010541799,0.7066683010541799,0.7066683010541799,0.4252551105450789,0.3175303656908725,0.4252551105450789,0.6770599698752429,0.7066683010541799,0.6749643533024261
1,cnn,5000,25,False,150,glove,glove.840B.300d,0.8401187539999999,0.743562378,0.910548966,0.7366002280000001,0.9667472160000001,0.704254555,0.7063005638636921,0.7063005638636921,0.7063005638636921,0.4353318453103494,0.3130094663116426,0.4353318453103494,0.6768333494004249,0.7063005638636921,0.674965136922259
2,cnn,5000,25,False,200,glove,glove.840B.300d,0.849563914,0.741252435,0.9096290969999998,0.7353908330000001,0.9785141609999999,0.7011914050000001,0.7031135082127973,0.7031135082127973,0.7031135082127973,0.4185092474195721,0.3063504542907444,0.4185092474195721,0.6733801976189596,0.7031135082127973,0.6693788246388489
3,cnn,5000,25,False,250,glove,glove.840B.300d,0.856621334,0.739828919,0.910329379,0.733911509,0.9738231980000002,0.7002864549999999,0.7024270654572199,0.7024270654572199,0.7024270654572199,0.4309915092440268,0.31492645810895514,0.4309915092440268,0.6720950204099222,0.7024270654572199,0.6664746457342937
4,cnn,5000,25,False,300,glove,glove.840B.300d,0.8630401219999999,0.7381912820000001,0.905632898,0.733675788,0.9767603539999999,0.701075853,0.702941897523903,0.702941897523903,0.702941897523903,0.38734606377995057,0.29685595742784443,0.38734606377995057,0.6705378968304341,0.702941897523903,0.668604483445447
5,text cnn,5000,25,False,100,glove,glove.840B.300d,0.7530242149999999,0.761912516,0.7957114839999999,0.74784649,0.9014733960000001,0.716515311,0.7183623437116939,0.7183623437116939,0.718362343711694,0.45521811637757337,0.3427686085825144,0.45521811637757337,0.692427070205371,0.7183623437116939,0.6922996867803941
6,text cnn,5000,25,False,150,glove,glove.840B.300d,0.7236141789999999,0.7709135380000001,0.8213669899999999,0.7466539090000001,0.891732105,0.7184082109999999,0.720151998038735,0.720151998038735,0.7201519980387351,0.4379047093650654,0.33100337000432567,0.4379047093650654,0.693010767066417,0.720151998038735,0.6931015134055429
7,text cnn,5000,25,False,200,glove,glove.840B.300d,0.696513134,0.7798782989999999,0.8372287109999998,0.7474273260000001,0.900663612,0.716586911,0.7186565334640844,0.7186565334640844,0.7186565334640844,0.44515622263497556,0.3561564001686992,0.44515622263497556,0.6939886821908734,0.7186565334640844,0.6935324670034613
8,text cnn,5000,25,False,250,glove,glove.840B.300d,0.677555709,0.7859601829999999,0.8663318180000001,0.7449301409999999,0.8914678699999999,0.716848962,0.7185584702132877,0.7185584702132877,0.7185584702132876,0.44575299363271925,0.3443125008599609,0.44575299363271925,0.6943582423450904,0.7185584702132877,0.6935928419521401
9,text cnn,5000,25,False,300,glove,glove.840B.300d,0.6635470560000001,0.7900831399999999,0.8792212469999999,0.7454970999999999,0.8905279539999998,0.718666974,0.7209119882324099,0.7209119882324099,0.7209119882324099,0.4422279837703929,0.34022706618938636,0.4422279837703929,0.6946819291527347,0.7209119882324099,0.6953820012790739
