'experiment_name','model_name','vocab_size','max_seq_length','embedding_dim','embedding_type','embedding_source','train_loss','train_acc','val_loss','val_acc','test_loss','test_acc','precision_micro','recall_micro','f1_micro','precision_macro','recall_macro','f1_macro','precision_weighted','recall_weighted','f1_weighted'
lstm_5kvocab_9,lstm,5000,128,50,glove,glove.6B.50d,0.82862645,0.75088227,0.83946645,0.7540173,0.9291755,0.7306966,0.7317970090708507,0.7317970090708507,0.7317970090708507,0.3703797141609824,0.2945456909383965,0.3703797141609824,0.6935067323487768,0.7317970090708507,0.6998035806831876
lstm_5kvocab_10,lstm,5000,128,50,glove,glove.6B.50d,0.8537883,0.7461002,0.85269177,0.7519915,0.9366138,0.73185223,0.7335131159597941,0.7335131159597941,0.7335131159597941,0.4007532152885073,0.28866571448463935,0.4007532152885073,0.7054045051572416,0.7335131159597941,0.7033980816233739
bi_lstm_5kvocab_1,bi_lstm,5000,128,50,glove,glove.6B.50d,0.86329186,0.74555147,0.87113994,0.7485344,0.92252696,0.7269694,0.7286099534199558,0.7286099534199558,0.7286099534199558,0.4398864675159814,0.3012461348125329,0.4398864675159814,0.7036521111625886,0.7286099534199558,0.6983410476901433
bi_lstm_5kvocab_2,bi_lstm,5000,128,50,glove,glove.6B.50d,0.8632638,0.7448561,0.9030922,0.7459205,0.9593196,0.7098796,0.7114488845305222,0.7114488845305222,0.7114488845305222,0.3835077071773375,0.2652538656630542,0.3835077071773375,0.687025142557859,0.7114488845305222,0.6719823361331662
bi_lstm_5kvocab_3,bi_lstm,5000,128,50,glove,glove.6B.50d,0.8582724,0.74673235,0.8895789,0.7480256,0.9650555,0.72233075,0.7239519490071096,0.7239519490071096,0.7239519490071096,0.40899414307394844,0.30526182499360266,0.40899414307394844,0.6951278730263734,0.7239519490071096,0.6921702048781218
bi_lstm_5kvocab_4,bi_lstm,5000,128,50,glove,glove.6B.50d,0.88708144,0.7399396,0.88579375,0.7489887,0.9587075,0.7137858,0.7153714145623927,0.7153714145623927,0.7153714145623927,0.38802085400700026,0.298507405794004,0.38802085400700026,0.6810938711642937,0.7153714145623927,0.6758657155936661
bi_lstm_5kvocab_5,bi_lstm,5000,128,50,glove,glove.6B.50d,0.87441033,0.7422987,0.8799973,0.74724144,0.9784058,0.7237956,0.725422897769061,0.725422897769061,0.725422897769061,0.3676672661177996,0.31155622415451806,0.3676672661177996,0.6873383916412698,0.725422897769061,0.6919642533238259
bi_lstm_5kvocab_6,bi_lstm,5000,128,50,glove,glove.6B.50d,0.9244823,0.74447995,0.97200763,0.7452577,0.93582976,0.7250163,0.7266486884040206,0.7266486884040206,0.7266486884040205,0.36633873422901114,0.30936286737505325,0.36633873422901114,0.6810450729440699,0.7266486884040206,0.6929848157369116
bi_lstm_5kvocab_7,bi_lstm,5000,128,50,glove,glove.6B.50d,0.8744258,0.7442729,0.89258564,0.74794155,0.94524854,0.7269694,0.7286099534199558,0.7286099534199558,0.7286099534199558,0.3718260530895261,0.30324290232061996,0.3718260530895261,0.6885847737974137,0.7286099534199558,0.6933792427736433
bi_lstm_5kvocab_8,bi_lstm,5000,128,50,glove,glove.6B.50d,0.86241573,0.7461754,0.8895454,0.7471854,0.9439394,0.72648114,0.7281196371659721,0.7281196371659721,0.7281196371659721,0.41905695356158634,0.300418423376221,0.41905695356158634,0.6923563151164439,0.7281196371659721,0.6906378611491136
bi_lstm_5kvocab_9,bi_lstm,5000,128,50,glove,glove.6B.50d,0.88697606,0.7420095,0.8773147,0.74651635,0.938979,0.7304525,0.7315518509438588,0.7315518509438588,0.7315518509438588,0.39232876424358976,0.28840481017501474,0.39232876424358976,0.6990850329429351,0.7315518509438588,0.6987855326720396
bi_lstm_5kvocab_10,bi_lstm,5000,128,50,glove,glove.6B.50d,0.86954504,0.74703604,0.9080775,0.74986154,0.9606677,0.72062176,0.7222358421181663,0.7222358421181663,0.7222358421181664,0.3560129890896228,0.2771683152626897,0.3560129890896228,0.6848053854071859,0.7222358421181663,0.6842466993933279
gru_5kvocab_1,gru,5000,128,50,glove,glove.6B.50d,0.9901423,0.7256519,0.9309011,0.7423995,0.92772335,0.7176921,0.7192939445942633,0.7192939445942633,0.7192939445942634,0.41736224963296853,0.2845791214679822,0.41736224963296853,0.6821617927496236,0.7192939445942633,0.6831094904072712
gru_5kvocab_2,gru,5000,128,50,glove,glove.6B.50d,1.0022583,0.7217115,0.9489129,0.7367236,0.94873273,0.72041017,0.7217455258641824,0.7217455258641824,0.7217455258641824,0.4237013982569359,0.27821097128481975,0.4237013982569359,0.6984606178640006,0.7217455258641824,0.685904632213965
gru_5kvocab_3,gru,5000,128,50,glove,glove.6B.50d,1.0180941,0.7202968,0.97774655,0.72945297,0.94974244,0.7189453,0.720274577102231,0.720274577102231,0.720274577102231,0.3850525402571849,0.2802643156250089,0.3850525402571849,0.6880375567897891,0.720274577102231,0.6834666446051744
gru_5kvocab_4,gru,5000,128,50,glove,glove.6B.50d,0.99380475,0.7241006,0.941485,0.7399614,0.93007755,0.7189128,0.7205197352292229,0.7205197352292229,0.7205197352292229,0.3751520496938192,0.2761346264766578,0.3751520496938192,0.6786961477765792,0.7205197352292229,0.6836987568883567
gru_5kvocab_5,gru,5000,128,50,glove,glove.6B.50d,1.0070153,0.72178376,0.95251614,0.7389999,0.95280373,0.7267253,0.7283647952929639,0.7283647952929639,0.7283647952929639,0.4048106319998964,0.29368749167675934,0.4048106319998964,0.6861300273107735,0.7283647952929639,0.6939113469006193
gru_5kvocab_6,gru,5000,128,50,glove,glove.6B.50d,0.9913259,0.72458535,0.9308206,0.7438091,0.9726718,0.716683,0.7185584702132876,0.7185584702132876,0.7185584702132876,0.37849132458526447,0.2764907386969644,0.37849132458526447,0.6736237951872464,0.7185584702132876,0.6827313523529396
gru_5kvocab_7,gru,5000,128,50,glove,glove.6B.50d,1.0038134,0.7235661,0.9555091,0.7392426,0.9547328,0.71818036,0.7197842608482471,0.7197842608482471,0.7197842608482471,0.3672755252931019,0.2875669412969575,0.3672755252931019,0.6772949773212885,0.7197842608482471,0.6875288229210467
gru_5kvocab_8,gru,5000,128,50,glove,glove.6B.50d,0.987043,0.7267942,0.9448741,0.73931104,0.9686423,0.7101237,0.7116940426575141,0.7116940426575141,0.7116940426575142,0.3751391964763346,0.27471617604484716,0.3751391964763346,0.6859067006132006,0.7116940426575141,0.6763991387361905
gru_5kvocab_9,gru,5000,128,50,glove,glove.6B.50d,1.0000695,0.72250456,0.95868224,0.73584145,0.9592567,0.71546227,0.717332679578328,0.717332679578328,0.7173326795783281,0.3354434556017245,0.28052253209432154,0.3354434556017245,0.6739509588826273,0.717332679578328,0.6862959299288527
gru_5kvocab_10,gru,5000,128,50,glove,glove.6B.50d,1.0224718,0.72176194,0.9825474,0.73365384,0.95083934,0.7186361,0.7205197352292229,0.7205197352292229,0.7205197352292229,0.38935544026117014,0.26065023881888155,0.38935544026117014,0.6767844537571873,0.7205197352292229,0.6869371425378665
bi_gru_5kvocab_1,bi_gru,5000,128,50,glove,glove.6B.50d,1.0523077,0.71389794,0.9733643,0.73049074,0.95751363,0.71057945,0.7124295170384898,0.7124295170384898,0.7124295170384898,0.38138809009253594,0.2632805636103299,0.38138809009253594,0.679727241589788,0.7124295170384898,0.6724172131156925
bi_gru_5kvocab_2,bi_gru,5000,128,50,glove,glove.6B.50d,1.0457203,0.7158655,0.9823948,0.7325632,0.9423988,0.7137207,0.7158617308163766,0.7158617308163766,0.7158617308163767,0.3444289667798323,0.2813605723625061,0.3444289667798323,0.6672857682887883,0.7158617308163766,0.6808980042352617
bi_gru_5kvocab_3,bi_gru,5000,128,50,glove,glove.6B.50d,1.0426424,0.7169126,0.97261375,0.7351802,0.9415701,0.71500653,0.7165972051973523,0.7165972051973523,0.7165972051973523,0.386375304289705,0.2517323268065306,0.386375304289705,0.6855400342393719,0.7165972051973523,0.6777656594601369
bi_gru_5kvocab_4,bi_gru,5000,128,50,glove,glove.6B.50d,1.0598308,0.7137874,0.98677707,0.73184127,0.94468874,0.7216309,0.7229713164991419,0.7229713164991419,0.722971316499142,0.3902470215034404,0.28649003673927165,0.3902470215034404,0.6813462895343467,0.7229713164991419,0.6889032406136997
bi_gru_5kvocab_5,bi_gru,5000,128,50,glove,glove.6B.50d,1.0546782,0.7154864,0.99914503,0.7325492,0.9537701,0.7208659,0.7224810002451582,0.7224810002451582,0.7224810002451582,0.34678661648361186,0.2796540806872713,0.34678661648361186,0.6748521890074718,0.7224810002451582,0.6868605596613929
bi_gru_5kvocab_6,bi_gru,5000,128,50,glove,glove.6B.50d,1.0490135,0.713778,0.988434,0.7261327,0.9647855,0.70649415,0.7077715126256435,0.7077715126256435,0.7077715126256435,0.3839771908087725,0.26134030593299,0.3839771908087725,0.6743235758870845,0.7077715126256435,0.665133932152465
bi_gru_5kvocab_7,bi_gru,5000,128,50,glove,glove.6B.50d,1.0615433,0.71406794,1.0053546,0.7275781,0.9601956,0.7125651,0.7141456239274332,0.7141456239274332,0.7141456239274332,0.34942978850132544,0.2842091388579493,0.34942978850132544,0.6725953806499521,0.7141456239274332,0.6759573494616928
bi_gru_5kvocab_8,bi_gru,5000,128,50,glove,glove.6B.50d,1.0459982,0.71644765,0.98669606,0.7284525,0.98574626,0.71085614,0.7124295170384898,0.7124295170384898,0.7124295170384898,0.3840611178280372,0.2742290435857495,0.3840611178280372,0.673556031532756,0.7124295170384898,0.6748472727068462
bi_gru_5kvocab_9,bi_gru,5000,128,50,glove,glove.6B.50d,1.071206,0.7134575,1.0110419,0.7285754,0.91432863,0.7253255,0.7264035302770286,0.7264035302770286,0.7264035302770286,0.4169086949136274,0.2945650164165056,0.4169086949136274,0.7045686548019232,0.7264035302770286,0.6909710458663562
bi_gru_5kvocab_10,bi_gru,5000,128,50,glove,glove.6B.50d,1.0583609,0.71341383,0.99360305,0.7296832,0.94988316,0.71866864,0.720274577102231,0.720274577102231,0.720274577102231,0.41736922747610294,0.30307875984194016,0.41736922747610294,0.6922073636784598,0.720274577102231,0.6828711445344652
rcnn_5kvocab_1,rcnn,5000,128,50,glove,glove.6B.50d,0.984689,0.73011106,0.94976926,0.7443833,0.99173284,0.71329755,0.714881098308409,0.714881098308409,0.714881098308409,0.3670688544243742,0.27218569787217367,0.3670688544243742,0.6847467479211176,0.714881098308409,0.679948266869267
rcnn_5kvocab_2,rcnn,5000,128,50,glove,glove.6B.50d,0.97166926,0.72903025,0.9060617,0.7487662,0.95377153,0.7203776,0.7219906839911743,0.7219906839911743,0.7219906839911743,0.35259809159943817,0.27891059774759397,0.35259809159943817,0.6852526357792068,0.7219906839911743,0.6889476743542863
rcnn_5kvocab_3,rcnn,5000,128,50,glove,glove.6B.50d,0.9962653,0.7263663,0.95546603,0.735454,0.9566063,0.7113444,0.7129198332924737,0.7129198332924737,0.7129198332924738,0.32154831444432747,0.24815722492858075,0.32154831444432747,0.6657748340320053,0.7129198332924737,0.6725560498421222
rcnn_5kvocab_4,rcnn,5000,128,50,glove,glove.6B.50d,0.96798724,0.728479,0.9123881,0.7442868,0.9843472,0.71451825,0.7161068889433685,0.7161068889433685,0.7161068889433685,0.35541894634190774,0.26482372127653964,0.35541894634190774,0.6804990982134594,0.7161068889433685,0.6781120907807185
rcnn_5kvocab_5,rcnn,5000,128,50,glove,glove.6B.50d,0.9697289,0.7306044,0.91936314,0.74861526,0.9548613,0.7203125,0.7224810002451582,0.7224810002451582,0.7224810002451582,0.39972854542381925,0.28293355610412746,0.39972854542381925,0.6861207434917965,0.7224810002451582,0.6906743760076731
rcnn_5kvocab_6,rcnn,5000,128,50,glove,glove.6B.50d,0.972883,0.7307955,0.9239557,0.7481952,0.9564823,0.71824545,0.7192939445942633,0.7192939445942633,0.7192939445942634,0.39356458230983765,0.25193991641909075,0.39356458230983765,0.6886217277019654,0.7192939445942633,0.6819786577416052
rcnn_5kvocab_7,rcnn,5000,128,50,glove,glove.6B.50d,0.99202836,0.72722113,0.9248456,0.7434777,0.9806078,0.7101237,0.7116940426575141,0.7116940426575141,0.7116940426575142,0.34682518845936655,0.2653952579725617,0.34682518845936655,0.6746211459420793,0.7116940426575141,0.6715880427750984
rcnn_5kvocab_8,rcnn,5000,128,50,glove,glove.6B.50d,0.98859894,0.7266519,0.94133586,0.74335325,0.94804496,0.71818036,0.7197842608482471,0.7197842608482471,0.7197842608482471,0.38269307545280173,0.2713914034633775,0.38269307545280173,0.6811191940751182,0.7197842608482471,0.6838652455797213
rcnn_5kvocab_9,rcnn,5000,128,50,glove,glove.6B.50d,0.98732185,0.725056,0.91750187,0.73831993,0.9520125,0.7198568,0.7217455258641824,0.7217455258641824,0.7217455258641824,0.3342003899486952,0.26706780367246,0.3342003899486952,0.6731518847196003,0.7217455258641824,0.6856762492988062
rcnn_5kvocab_10,rcnn,5000,128,50,glove,glove.6B.50d,1.0085841,0.7206867,0.9404768,0.73679674,0.9520727,0.71409506,0.7151262564354008,0.7151262564354008,0.7151262564354008,0.3567043989126133,0.2733944416579659,0.3567043989126133,0.686126910778826,0.7151262564354008,0.6772203338221496
cnn_4kvocab_1,cnn,4000,128,50,glove,glove.6B.50d,0.766874,0.76085764,0.89345545,0.74074715,0.952532,0.7108887,0.7121843589114979,0.7121843589114979,0.712184358911498,0.38376430245871956,0.28922260645663495,0.38376430245871956,0.6789157170020376,0.7121843589114979,0.6813278990517324
cnn_4kvocab_2,cnn,4000,128,50,glove,glove.6B.50d,0.7646791,0.7609025,0.9141474,0.7401435,0.9564588,0.70548505,0.7070360382446678,0.7070360382446678,0.7070360382446678,0.422622108929482,0.33993494949444836,0.422622108929482,0.6770208401924324,0.7070360382446678,0.6679985549751171
cnn_4kvocab_3,cnn,4000,128,50,glove,glove.6B.50d,0.7655833,0.7597078,0.90468836,0.74136174,0.9093432,0.7147624,0.7163520470703604,0.7163520470703604,0.7163520470703604,0.4577568053234942,0.3229367005912341,0.4577568053234942,0.6854275161277602,0.7163520470703604,0.6823280636771669
cnn_4kvocab_4,cnn,4000,128,50,glove,glove.6B.50d,0.7640662,0.7603504,0.8873591,0.74676687,0.9217003,0.7248047,0.7261583721500368,0.7261583721500368,0.7261583721500368,0.4625755923749229,0.28123480861120015,0.4625755923749229,0.7111303133944503,0.7261583721500368,0.6952676325043307
cnn_4kvocab_5,cnn,4000,128,50,glove,glove.6B.50d,0.76706266,0.7606851,0.88452584,0.7497775,0.92990696,0.7228516,0.7241971071341015,0.7241971071341015,0.7241971071341015,0.4136807879447699,0.32114595694392706,0.4136807879447699,0.6991576582337597,0.7241971071341015,0.6927341763071394
cnn_4kvocab_6,cnn,4000,128,50,glove,glove.6B.50d,0.77011365,0.7607327,0.89250016,0.7451052,0.9409032,0.7144857,0.7163520470703604,0.7163520470703604,0.7163520470703604,0.41865371864942985,0.321199247873255,0.41865371864942985,0.6777084093285353,0.7163520470703604,0.6841483933726514
cnn_4kvocab_7,cnn,4000,128,50,glove,glove.6B.50d,0.7663062,0.76049876,0.8919289,0.7421723,0.9580343,0.7169271,0.7188036283402794,0.7188036283402794,0.7188036283402796,0.4028933652834244,0.3047512622997857,0.4028933652834244,0.6814908165272674,0.7188036283402794,0.6871475866798002
cnn_4kvocab_8,cnn,4000,128,50,glove,glove.6B.50d,0.767434,0.75983363,0.8975623,0.74477375,0.93646777,0.7145508,0.7158617308163766,0.7158617308163766,0.7158617308163767,0.3866870048796401,0.3143801251428533,0.3866870048796401,0.6779731689222827,0.7158617308163766,0.6831621959826097
cnn_4kvocab_9,cnn,4000,128,50,glove,glove.6B.50d,0.7664751,0.7598049,0.8965911,0.7432521,0.9365239,0.7189453,0.720274577102231,0.720274577102231,0.720274577102231,0.4323408937620224,0.3411375648269894,0.4323408937620224,0.6836459999274983,0.720274577102231,0.6850657289322142
