index,model_name,vocab_size,max_seq_length,use_punct,embedding_dim,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,train_loss_std,train_acc_std,val_loss_std,val_acc_std,test_loss_std,test_acc_std,precision_micro_std,recall_micro_std,f1_micro_std,precision_macro_std,recall_macro_std,f1_macro_std,precision_weighted_std,recall_weighted_std,f1_weighted_std
0,cnn,100,115,True,50,1.12084449,60.7944712,1.2783512300000002,56.572417099999996,1.2005239700000003,58.161639,0.5825850832729906,0.5825850832729906,0.5825850832729906,0.5591098802695689,0.509399351591254,0.5591098802695689,0.5870626776223451,0.5825850832729906,0.5607393074611966,0.00486966767527998,0.15180742144411594,0.007291643996315203,0.21000581862068593,0.017794755573236228,0.4974693307578541,0.0049626544135855915,0.0049626544135855915,0.0049626544135855915,0.013804755055625548,0.01009449596474131,0.013804755055625548,0.00797481971084053,0.0049626544135855915,0.005565070109921369
1,cnn,1500,115,True,50,0.9889445649999999,64.9027237,1.3050711,57.43935739999999,1.18204397,59.0739933,0.591383055756698,0.591383055756698,0.591383055756698,0.579094047811209,0.5300835928555135,0.579094047811209,0.5973194496250656,0.591383055756698,0.5707948426370579,0.005968466403340674,0.1493306671257919,0.014335296502068723,0.21736470705511507,0.027606539055168678,0.7106732968297743,0.0065129925624239915,0.0065129925624239915,0.0065129925624239915,0.028546307310965042,0.007832250452097747,0.028546307310965042,0.012580527107609691,0.0065129925624239915,0.008252884682027534
2,cnn,1400,115,True,50,0.99208804,64.839374,1.29550739,57.6651126,1.18734948,58.859193700000006,0.5891383055756698,0.5891383055756698,0.5891383055756698,0.5616190112875304,0.5321657399734274,0.5616190112875304,0.5874489493366941,0.5891383055756698,0.569103742335675,0.003730091140715552,0.12730557850742688,0.008478214324759368,0.34434667930386503,0.014971551522047908,0.4564509602502199,0.004588588800754714,0.004588588800754714,0.004588588800754714,0.013752960796009303,0.007337742713883044,0.013752960796009303,0.010203265282677757,0.004588588800754714,0.0058413914486389095
3,cnn,1300,115,True,50,0.990548759,64.92754419999999,1.3013909,57.4762838,1.16920183,59.2377883,0.593193338160753,0.593193338160753,0.593193338160753,0.5667827003221895,0.5300163383141039,0.5667827003221895,0.591284470947399,0.593193338160753,0.5699645064921501,0.004936753688525049,0.13722115745256755,0.007992645102703913,0.28093696627211384,0.007319204499283633,0.5994570296747354,0.005499340128043748,0.005499340128043748,0.005499340128043748,0.014599355347376925,0.010239053946809578,0.014599355347376925,0.008871466351343687,0.005499340128043748,0.0080433517858871
4,cnn,1200,115,True,50,0.991452901,64.89036739999999,1.3001478,57.4065252,1.18197223,59.02298790000001,0.5909485879797248,0.5909485879797248,0.5909485879797248,0.5764973776995117,0.5286947471906409,0.5764973776995117,0.5921943170316012,0.5909485879797248,0.5686120823887751,0.0027251863918086147,0.06607635208050623,0.009045693687053524,0.34515216224950873,0.01748163628541872,0.5248032582720793,0.005590227100830894,0.005590227100830894,0.005590227100830894,0.014885255362869962,0.009210838417225434,0.014885255362869962,0.01141816322706138,0.005590227100830894,0.008051920125188846
5,cnn,1100,115,True,50,0.9925119099999999,64.89625670000001,1.29944095,57.445663100000004,1.1689366599999995,59.137929799999995,0.5917089065894279,0.5917089065894279,0.5917089065894279,0.5706917887160516,0.5317772927553159,0.5706917887160516,0.5920067152340347,0.5917089065894279,0.5716367534634028,0.0035091959421497112,0.16537683051480057,0.012589888670167838,0.36810983021932514,0.01201612984785215,0.3784124179844595,0.0037936348011902367,0.0037936348011902367,0.0037936348011902367,0.013948596555032871,0.007336827451966838,0.013948596555032871,0.010180441841544067,0.0037936348011902367,0.006218123779205032
6,cnn,1000,115,True,50,0.9971599009999998,64.68184149999999,1.29098232,57.566200800000004,1.17765058,58.74209979999999,0.587798696596669,0.587798696596669,0.587798696596669,0.5674146897150996,0.5316179174739981,0.5674146897150996,0.5904428297058861,0.587798696596669,0.5672189553263234,0.005212380515849759,0.1015367785870384,0.006835136908780835,0.16931932876917755,0.017530058481730375,0.28473844193528436,0.0028109617906956863,0.0028109617906956863,0.0028109617906956863,0.015108970084284579,0.009776831648974367,0.015108970084284579,0.010800554937325697,0.0028109617906956863,0.008892728968241101
7,cnn,900,115,True,50,0.998750781,64.59922499999999,1.28830544,57.58906090000001,1.1719797499999998,59.11278649999999,0.5914554670528603,0.5914554670528603,0.5914554670528603,0.5702034002415649,0.5276120612958641,0.5702034002415649,0.5935744554478231,0.5914554670528603,0.5704655583550491,0.005175858562086178,0.180680717496053,0.010714154687888349,0.2825630114247672,0.01959455217147243,0.8200101040193554,0.008312769141830226,0.008312769141830226,0.008312769141830226,0.01403206825571865,0.00614278804034339,0.01403206825571865,0.009532158427682215,0.008312769141830226,0.005859338989402755
8,cnn,1600,115,True,50,0.9891958099999997,64.932145,1.30261392,57.457534499999994,1.17714381,59.327587199999996,0.5940984793627806,0.5940984793627806,0.5940984793627806,0.5813694161322516,0.5344711685380372,0.5813694161322516,0.6014574657209784,0.5940984793627806,0.5743437414962858,0.004001373615991834,0.15539365040510114,0.013147613514229698,0.2990276432406466,0.01660829452027245,0.6734256598542853,0.006661686201966157,0.006661686201966157,0.006661686201966157,0.016954586109260403,0.008436744375554955,0.016954586109260403,0.012811797990303506,0.006661686201966157,0.004006224364000679
9,cnn,700,115,True,50,1.006105237,64.38370850000001,1.28528777,57.68283909999999,1.17012601,59.446839,0.5948225923244025,0.5948225923244025,0.5948225923244025,0.5759576452279914,0.5307918257950651,0.5759576452279914,0.5975122887911155,0.5948225923244025,0.5735426767899479,0.004750976641880112,0.1755363227554303,0.00833043130616753,0.20994633263365597,0.013279584620967797,0.35317416961921316,0.0037913305077191305,0.0037913305077191305,0.0037913305077191305,0.015569652972021451,0.0074746689826018925,0.015569652972021451,0.008261708752948346,0.0037913305077191305,0.004774762130891222
10,cnn,600,115,True,50,1.01246827,64.14242380000002,1.2751114200000002,57.700521499999994,1.17318455,59.224137600000006,0.5925778421433743,0.5925778421433743,0.5925778421433743,0.5765584805163512,0.5284742940667662,0.5765584805163512,0.5996698638775596,0.5925778421433743,0.575001905985123,0.004808315249659686,0.17267636924721197,0.005187085659340291,0.2050817295737105,0.02063710099339695,0.657763132679271,0.0065461173433319165,0.0065461173433319165,0.0065461173433319165,0.01033330513903139,0.008360859747495519,0.01033330513903139,0.006310282722537214,0.0065461173433319165,0.005570510648727609
11,cnn,500,115,True,50,1.0208594299999998,63.87016900000001,1.267615,57.853967999999995,1.17736634,59.233477400000005,0.5928312816799421,0.5928312816799421,0.5928312816799421,0.5843251530955721,0.5292465954933064,0.5843251530955721,0.6007257950857943,0.5928312816799421,0.5743024123221424,0.0043042298534374445,0.10000517887145155,0.010220652474388347,0.18312986392114605,0.015394864255126543,0.7634116720109095,0.0075081509689912534,0.0075081509689912534,0.0075081509689912534,0.018714394702961972,0.009406607218623166,0.018714394702961972,0.009832393450512442,0.0075081509689912534,0.007176409420142219
12,cnn,400,115,True,50,1.03301089,63.466430700000004,1.26643129,57.543959699999995,1.17277523,59.0639361,0.5908037653874005,0.5908037653874005,0.5908037653874005,0.5745874876211566,0.5298636857619078,0.5745874876211566,0.5951145799642472,0.5908037653874005,0.5721500245733097,0.006870050319797932,0.2148557578376968,0.008691799480410742,0.27061820335711834,0.023106074374215486,0.5483249582678421,0.005708819314759389,0.005708819314759389,0.005708819314759389,0.013900163573149249,0.00681074451173204,0.013900163573149249,0.007735409436899065,0.005708819314759389,0.004503140879168671
13,cnn,300,115,True,50,1.0461918700000001,63.1518327,1.2639631000000002,57.76648680000001,1.1847994099999999,58.955458899999996,0.5901882693700218,0.5901882693700218,0.5901882693700218,0.5688132680601263,0.5287537181880694,0.5688132680601263,0.5939662882629455,0.5901882693700218,0.5689780852306225,0.003719670543371027,0.1133917172078472,0.009919419027118227,0.20355619996114624,0.01947880841538374,0.6305052103540918,0.00593559182890729,0.00593559182890729,0.00593559182890729,0.011242255482437246,0.007984086053092304,0.011242255482437246,0.005846997629172654,0.00593559182890729,0.008061137909283844
14,cnn,200,115,True,50,1.0629531900000002,62.5962999,1.2596174699999998,57.4914616,1.1854935899999999,58.97198209999999,0.5905141202027516,0.5905141202027516,0.5905141202027516,0.5749602718588701,0.5276178468743472,0.5749602718588701,0.5949701777370018,0.5905141202027516,0.5686863928303773,0.004428203226152933,0.17356378590942026,0.0074299134597995845,0.17823724972331867,0.015970296197938615,0.6678108082813843,0.006521484955880416,0.006521484955880416,0.006521484955880416,0.015914441226263478,0.009936896480271915,0.015914441226263478,0.01100796365511002,0.006521484955880416,0.008787377459273623
15,cnn,800,115,True,50,1.001274128,64.4844979,1.2906725399999999,57.48330180000001,1.17768591,58.788074800000004,0.5883417813178855,0.5883417813178855,0.5883417813178855,0.5714300337917769,0.5293615460305799,0.5714300337917769,0.5946787748976321,0.5883417813178855,0.5674952044990687,0.0043386850513767285,0.13124917817770457,0.01669681263363365,0.3008848251695157,0.01467920189008555,0.9052345060973369,0.008739496495405097,0.008739496495405097,0.008739496495405097,0.011821589253422174,0.009077082364913553,0.011821589253422174,0.007920525756174118,0.008739496495405097,0.008963052215321739
16,text cnn,200,115,True,50,1.1510868699999999,60.02134579999999,1.25397407,56.59758310000001,1.13962437,59.0172401,0.5903330919623461,0.5903330919623461,0.5903330919623461,0.5756235068618112,0.5207507788453574,0.5756235068618112,0.5942927372892293,0.5903330919623461,0.5697837573219887,0.00678407904075578,0.2151275654204586,0.007280446473343708,0.33200168017528553,0.017722121831394176,0.7819560854737505,0.007805002488295952,0.007805002488295952,0.007805002488295952,0.015703426980064564,0.00505097531895806,0.015703426980064564,0.009581549468332963,0.007805002488295952,0.006073567262344133
17,text cnn,300,115,True,50,1.1510553099999998,60.0228638,1.26002464,56.4170544,1.13729771,59.0826134,0.5909123823316438,0.5909123823316438,0.5909123823316438,0.5774410144073343,0.5179709072159275,0.5774410144073343,0.5943935071757571,0.5909123823316438,0.5697724352054767,0.0067783558131665755,0.20773468410975104,0.00858641790170191,0.21092565334059307,0.010742815680821815,0.5749023872224263,0.005811604900778721,0.005811604900778721,0.005811604900778721,0.01691385054267622,0.008559479618862212,0.01691385054267622,0.010541897065427012,0.005811604900778721,0.006074591232879496
18,text cnn,400,115,True,50,1.15118379,59.96632050000001,1.2613844699999999,56.15283159999999,1.13338491,59.235631200000014,0.5926140477914555,0.5926140477914555,0.5926140477914555,0.5827193275863793,0.5241700622489165,0.5827193275863793,0.6003136027671638,0.5926140477914555,0.5728396529849903,0.008303518389005693,0.304030187740278,0.008866570396476106,0.34875974063568216,0.009387152729064251,0.39451545876507854,0.003879996388589914,0.003879996388589914,0.003879996388589914,0.012992210075415563,0.008571127622257252,0.012992210075415563,0.00702653703781056,0.003879996388589914,0.005428405548020599
19,text cnn,500,115,True,50,1.15009476,60.00969,1.2612126099999998,56.337092600000005,1.13704052,59.181752700000004,0.592070963070239,0.592070963070239,0.592070963070239,0.5706681006598748,0.5211951304036608,0.5706681006598748,0.5929537070514124,0.592070963070239,0.5713988629215037,0.008192747752494288,0.28027290513830766,0.006457308416300188,0.22001233324075947,0.015845323903480823,0.3466427861329441,0.003612711734292688,0.003612711734292688,0.003612711734292688,0.010288573644720715,0.005980261429472322,0.010288573644720715,0.007456985304825627,0.003612711734292688,0.0031921988347093097
20,text cnn,600,115,True,50,1.1496338600000002,60.0283123,1.2581955299999998,56.491514499999994,1.13636238,59.244252200000005,0.5929398986241854,0.5929398986241854,0.5929398986241854,0.5704387081501675,0.5215878096573495,0.5704387081501675,0.5923031832525201,0.5929398986241854,0.5690720652606764,0.0053254357005267155,0.15579546322880697,0.006452776790059695,0.2619683305211819,0.009974142526753823,0.42362430243968596,0.004138826260871225,0.004138826260871225,0.004138826260871225,0.012641345713390057,0.006961371574115793,0.012641345713390057,0.007930894026693204,0.004138826260871225,0.005492465042583438
21,text cnn,700,115,True,50,1.14495481,60.18924320000001,1.25815569,56.486119499999994,1.14454799,58.9956877,0.5901158580738595,0.5901158580738595,0.5901158580738595,0.5759272676264496,0.5217449533467979,0.5759272676264496,0.5977129630002802,0.5901158580738595,0.5705075313153175,0.006145373162785928,0.22536712444059764,0.006534377048001159,0.29037385774023705,0.015511533728770269,0.5441343148122847,0.005651509797266009,0.005651509797266009,0.005651509797266009,0.014517485108458848,0.005552686759142893,0.014517485108458848,0.005318611092962509,0.005651509797266009,0.004598102071111753
22,text cnn,1100,115,True,50,1.14629667,60.11717660000001,1.2660377399999998,56.182468500000006,1.13740954,59.3570389,0.5939174511223752,0.5939174511223752,0.5939174511223752,0.5791905068044001,0.5228354443155909,0.5791905068044001,0.5978937131920062,0.5939174511223752,0.5719454958568378,0.010210791080687372,0.2542083254429127,0.011451692795313006,0.4257208806413613,0.020873394069016334,0.6772300337498058,0.006588587961551616,0.006588587961551616,0.006588587961551616,0.009453942551672239,0.010220004262457233,0.009453942551672239,0.007748653867690134,0.006588587961551616,0.008048428857993424
23,text cnn,900,115,True,50,1.14805697,60.0859316,1.2644647500000001,56.282371999999995,1.14115944,59.1034454,0.5912020275162926,0.5912020275162926,0.5912020275162926,0.5670922277593724,0.5243186755983038,0.5670922277593724,0.5914762604118726,0.5912020275162926,0.5702666906202702,0.006392204544782114,0.19670915175863044,0.005793040960449454,0.23099950061514204,0.013437759748410548,0.44686466112713047,0.004432461258418901,0.004432461258418901,0.004432461258418901,0.009441517034800487,0.005892478918038626,0.009441517034800487,0.006733287564237097,0.004432461258418901,0.0031901051885421684
24,text cnn,1000,115,True,50,1.15126842,60.01895569999999,1.26281768,56.3671865,1.1332667099999998,59.0984191,0.5917089065894279,0.5917089065894279,0.5917089065894279,0.5814100308577708,0.52189043442754,0.5814100308577708,0.5970508309867253,0.5917089065894279,0.5701246032280605,0.007377720253995971,0.2215144718367652,0.004807649967106842,0.29403606693898204,0.006659722458923387,0.6099051952139711,0.005750128702079313,0.005750128702079313,0.005750128702079313,0.016949548076252548,0.0076060010547773,0.016949548076252548,0.007752366469493678,0.005750128702079313,0.006719248262193632
25,text cnn,1200,115,True,50,1.14717389,60.091877999999994,1.2603364200000002,56.4501808,1.1353610499999998,59.17097560000002,0.5919623461259956,0.5919623461259956,0.5919623461259956,0.5700700822032799,0.5206148246971487,0.5700700822032799,0.592505955377378,0.5919623461259956,0.570985456330311,0.006451942106657967,0.16809275895237624,0.011858418108087703,0.3442553836957527,0.01492882805642604,0.6749313869816203,0.006574867715122478,0.006574867715122478,0.006574867715122478,0.009946373941029957,0.009716992446711382,0.009946373941029957,0.004919924259131142,0.006574867715122478,0.004389572338316469
26,text cnn,1300,115,True,50,1.1464820699999998,60.1327362,1.2647294400000002,56.315111,1.1398173699999998,59.2385047,0.5927226647356987,0.5927226647356987,0.5927226647356987,0.577170864542267,0.5181556972928509,0.577170864542267,0.5935699708474809,0.5927226647356987,0.5699214913531176,0.006024675566009078,0.15710201691950637,0.01036418473657136,0.31391634993240997,0.01214242597296769,0.43043504404730765,0.004510635459552228,0.004510635459552228,0.004510635459552228,0.01203798777919645,0.007002428843078097,0.01203798777919645,0.0076067171953506435,0.004510635459552228,0.004640492087899045
27,text cnn,1400,115,True,50,1.15000044,59.995718499999995,1.2637146,56.2599498,1.13510173,59.3017224,0.5931209268645908,0.5931209268645908,0.5931209268645908,0.5771938798762812,0.5217979447547645,0.5771938798762812,0.594721826756779,0.5931209268645908,0.569961832598226,0.005209329727453669,0.1561243236015946,0.008974441519237968,0.24175790181905857,0.012379456908214268,0.5002878982564177,0.0051734536454891775,0.0051734536454891775,0.0051734536454891775,0.018231227369155018,0.009157145191195069,0.018231227369155018,0.011466275627970044,0.0051734536454891775,0.007688474930760142
28,text cnn,100,115,True,50,1.18688803,58.8421554,1.27872128,55.823080100000006,1.1560062700000002,58.4648004,0.5858797972483707,0.5858797972483707,0.5858797972483707,0.5583765847156885,0.5117325369140084,0.5583765847156885,0.592352201587427,0.5858797972483707,0.5648650655643476,0.006139803782432855,0.19060366052692881,0.006254315306836826,0.23462910933946768,0.015231988492281499,0.5381730554154085,0.005685811127532776,0.005685811127532776,0.005685811127532776,0.011872189591578,0.004139847052664451,0.011872189591578,0.006847493553346516,0.005685811127532776,0.0035549030996985657
29,text cnn,800,115,True,50,1.1431797099999996,60.262572,1.2581127,56.4578723,1.13489823,59.239222399999996,0.5926502534395366,0.5926502534395366,0.5926502534395366,0.579052393469989,0.5223400347850286,0.579052393469989,0.598062498338102,0.5926502534395366,0.5713338565983579,0.0055386566418722805,0.16888648344376223,0.007356337035055692,0.25154619637224246,0.011970658055247779,0.6734443086581473,0.00687049276227985,0.00687049276227985,0.00687049276227985,0.011779541944194104,0.00980860146959622,0.011779541944194104,0.008949059786512888,0.00687049276227985,0.007878585329715873
30,text cnn,1500,115,True,50,1.14507411,60.1398583,1.26047862,56.432930899999995,1.13246801,59.0466943,0.5905503258508327,0.5905503258508327,0.5905503258508327,0.569717112202243,0.5176578849237408,0.569717112202243,0.5887115065873207,0.5905503258508327,0.5677398473343761,0.007474052114029012,0.2499867535970898,0.010202628053682028,0.3651066217061212,0.00912612964252163,0.31403723723010846,0.0031859598855787956,0.0031859598855787956,0.0031859598855787956,0.01905883148561492,0.006038723397039276,0.01905883148561492,0.011882290769203106,0.0031859598855787956,0.005858248813266423
31,text cnn,1600,115,True,50,1.14660702,60.0569612,1.26410731,56.202752499999995,1.1497461599999999,58.8670973,0.5891383055756698,0.5891383055756698,0.5891383055756698,0.5743899951870904,0.5194986785036425,0.5743899951870904,0.595443803389014,0.5891383055756698,0.568892307493438,0.007273599455381969,0.2533208614595778,0.006483268342853341,0.23832418027657218,0.015421756902016387,0.4410814524834396,0.004505304405626865,0.004505304405626865,0.004505304405626865,0.020049812344095832,0.009450653851868737,0.020049812344095832,0.01465501825790047,0.004505304405626865,0.005456137211181096
32,dcnn,1500,115,True,50,1.1861382200000001,58.826979099999996,1.28317346,55.896778700000006,1.1685547299999999,59.07040170000001,0.591346850108617,0.591346850108617,0.591346850108617,0.568997882766338,0.5242213978360525,0.568997882766338,0.5959883560020067,0.591346850108617,0.5731857966012744,0.007509173862505323,0.2553688570581992,0.004686764701487708,0.22317212414489673,0.016563711179768133,0.3841150616749723,0.003839430260545714,0.003839430260545714,0.003839430260545714,0.010678734583661151,0.010255493077894274,0.010678734583661151,0.0072119397826918095,0.003839430260545714,0.005270636716104809
33,dcnn,1400,115,True,50,1.18766288,58.8382877,1.28400413,55.9079204,1.1666676999999999,58.889366599999995,0.5896813902968863,0.5896813902968863,0.5896813902968863,0.565636014112181,0.5203993700840942,0.565636014112181,0.5975409383115274,0.5896813902968863,0.570573837605173,0.007394204826273631,0.287094726548208,0.009845485035402467,0.3030108864429361,0.014178956458075535,0.65138601349519,0.00625949480424324,0.00625949480424324,0.00625949480424324,0.01722368243380671,0.009385801238424944,0.01722368243380671,0.008215928715445976,0.00625949480424324,0.006983130066557317
34,dcnn,1300,115,True,50,1.18830168,58.798735699999995,1.28633831,55.8087009,1.1717431699999998,58.831177600000004,0.5887762490948588,0.5887762490948588,0.5887762490948588,0.5691708149798721,0.5177253086855808,0.5691708149798721,0.5959179286789574,0.5887762490948588,0.5693304493113789,0.007821012621535759,0.2322123839065574,0.010878526123765253,0.24685929995689992,0.02416060440294628,0.6401695351040827,0.006221568378025084,0.006221568378025084,0.006221568378025084,0.017334847287469427,0.012199327907251515,0.017334847287469427,0.010723314072075291,0.006221568378025084,0.009436984807684835
35,dcnn,1200,115,True,50,1.18301501,59.0028418,1.28466995,55.87611750000001,1.17333361,59.10991369999999,0.5917451122375089,0.5917451122375089,0.5917451122375089,0.5680133246487132,0.5172786726612395,0.5680133246487132,0.5928849029686375,0.5917451122375089,0.5690305683110388,0.007696477310569524,0.2785963438440818,0.005822062394461237,0.19857988669284565,0.024432139260474568,0.4949714310316989,0.004887985977494124,0.004887985977494124,0.004887985977494124,0.024679770193759432,0.005730733706108264,0.024679770193759432,0.009534642883730736,0.004887985977494124,0.004639456068305877
36,dcnn,1100,115,True,50,1.1845278000000001,58.85881239999999,1.28273129,55.961366700000006,1.16725852,58.9497114,0.5899710354815351,0.5899710354815351,0.5899710354815351,0.5744179573261418,0.5218079414810268,0.5744179573261418,0.6012695498987186,0.5899710354815351,0.5724603281993182,0.006097057036162683,0.24939278336533846,0.0069100735983297175,0.2519776527878134,0.012506039447118584,0.5651115297742768,0.005467598981450304,0.005467598981450304,0.005467598981450304,0.013976156297513044,0.007828767734384182,0.013976156297513044,0.0076186059432781375,0.005467598981450304,0.0058448318307166335
