index,model_name,vocab_size,max_seq_length,use_punct,embedding_dim,embedding_type,embedding_source,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0,cnn,5000,25,False,100,random,random,1.0033604,0.7008451,0.92378205,0.7194640999999999,1.1000419,0.6749023000000001,0.6768815890000001,0.6768815890000001,0.6768815890000001,0.34503706,0.248980515,0.34503706,0.6379571860000001,0.6768815890000001,0.6346638170000001
1,cnn,5000,25,False,100,random,random,1.0047579,0.70010656,0.9291171,0.71950924,1.0487224,0.67685544,0.6788428540000001,0.6788428540000001,0.6788428540000001,0.332780795,0.23538510699999998,0.332780795,0.6470547,0.6788428540000001,0.6344974489999999
2,cnn,5000,25,False,100,random,random,1.0044705,0.7006074999999999,0.9288951999999999,0.72124255,1.0684363000000001,0.6915039000000001,0.693552341,0.693552341,0.693552341,0.35575474,0.273958529,0.35575474,0.652764578,0.693552341,0.652804345
3,cnn,5000,25,False,100,random,random,1.0021437,0.70108736,0.91345376,0.720838,1.0598232,0.6741699000000001,0.676146114,0.676146114,0.676146114,0.346526677,0.246250645,0.346526677,0.654101692,0.676146114,0.626303421
4,cnn,5000,25,False,100,random,random,1.0028133,0.70071596,0.92038107,0.7211025,1.0604995000000002,0.68024087,0.682520226,0.682520226,0.682520226,0.332826677,0.259173272,0.332826677,0.646532102,0.682520226,0.642525507
5,cnn,5000,25,False,100,random,random,1.0072021,0.69985765,0.92399395,0.7193708000000001,1.0399721,0.6910156,0.693062025,0.693062025,0.693062025,0.43106761299999996,0.258851499,0.43106761299999996,0.68264443,0.693062025,0.655999504
6,cnn,5000,25,False,100,random,random,1.0081933,0.70054895,0.92893404,0.7205362,1.0367019,0.69003904,0.6920813920000001,0.6920813920000001,0.6920813920000001,0.327373176,0.249178625,0.327373176,0.660358245,0.6920813920000001,0.651828135
7,cnn,5000,25,False,100,random,random,1.0048815999999998,0.7004833,0.9195222,0.7214448,1.0764978,0.6715495,0.6729590590000001,0.6729590590000001,0.6729590590000001,0.39407529700000005,0.276342667,0.39407529700000005,0.661448698,0.6729590590000001,0.6260362270000001
8,cnn,5000,25,False,100,random,random,1.0035186,0.7009449999999999,0.9203722,0.7176359999999999,1.0504921999999999,0.67978513,0.6817847509999999,0.6817847509999999,0.6817847509999999,0.423907555,0.27317472,0.423907555,0.654260086,0.6817847509999999,0.639855629
9,cnn,5000,25,False,100,random,random,1.0026273,0.70079076,0.9129,0.72073376,1.0808475,0.6892741,0.6915910759999999,0.6915910759999999,0.6915910759999999,0.385199694,0.27333638899999996,0.385199694,0.66084699,0.6915910759999999,0.654002305
10,cnn,5000,25,False,150,random,random,1.0082262,0.7014618,0.9275313000000001,0.7202031999999999,1.0484439,0.6900065,0.692326551,0.692326551,0.692326551,0.33855711899999996,0.253644054,0.33855711899999996,0.656095833,0.692326551,0.656166665
11,cnn,5000,25,False,150,random,random,1.0105695,0.69962174,0.93543357,0.7197613,1.0565625,0.6879069,0.689384653,0.689384653,0.689384653,0.36250326899999996,0.24542322100000002,0.36250326899999996,0.6731756459999999,0.689384653,0.650152372
12,cnn,5000,25,False,150,random,random,1.0073906,0.7007429000000001,0.9383328000000002,0.71572536,1.0534622999999999,0.6856445,0.6876685459999999,0.6876685459999999,0.6876685459999999,0.278145801,0.21252374300000001,0.278145801,0.646603064,0.6876685459999999,0.648503626
13,cnn,5000,25,False,150,random,random,1.0086150999999999,0.70148575,0.9341934000000001,0.721409,1.0261178,0.68561196,0.6879137040000001,0.6879137040000001,0.6879137040000001,0.374944686,0.251570568,0.374944686,0.649925194,0.6879137040000001,0.649039286
14,cnn,5000,25,False,150,random,random,1.0079364,0.7011369000000001,0.93158746,0.72050816,1.0411006999999999,0.6836914000000001,0.6857072809999999,0.6857072809999999,0.6857072809999999,0.35254414799999995,0.243734617,0.35254414799999995,0.654162039,0.6857072809999999,0.6454197070000001
15,cnn,5000,25,False,150,random,random,1.002981,0.7016891,0.9271193000000001,0.7211554,1.0601829,0.6825358,0.6839911740000001,0.6839911740000001,0.6839911740000001,0.337240415,0.242179301,0.337240415,0.6598592120000001,0.6839911740000001,0.643712747
