index,model_name,max_seq_length,vocab_size,use_punct,embedding_dim,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,train_loss_std,train_acc_std,val_loss_std,val_acc_std,test_loss_std,test_acc_std,precision_micro_std,recall_micro_std,f1_micro_std,precision_macro_std,recall_macro_std,f1_macro_std,precision_weighted_std,recall_weighted_std,f1_weighted_std
30,rcnn,5,1700,True,50,1.02495133,63.97530420000002,1.29059781,57.1836596,1.1788874599999999,58.8096269,0.5885590152063722,0.5885590152063722,0.5885590152063722,0.5651216177368339,0.5229595051599059,0.5651216177368339,0.5929023349440898,0.5885590152063722,0.5732829747428085,0.004753967446728601,0.16132745044012603,0.012955797717319873,0.4538366282353635,0.013961657076372548,0.4569813785711263,0.004438208001735272,0.004438208001735272,0.004438208001735272,0.008581759560734075,0.006537896926729585,0.008581759560734075,0.007094171686327091,0.004438208001735272,0.004636827388551404
31,rcnn,40,1700,True,50,0.953863506,66.1355154,1.27786062,57.9220914,1.1709084600000002,59.436062700000015,0.5947139753801594,0.5947139753801594,0.5947139753801594,0.583354436141177,0.5417340161851301,0.583354436141177,0.6061953963939783,0.5947139753801594,0.5813730096374656,0.006773084810288417,0.25862359386447775,0.01114488650027453,0.23070885913693576,0.01339626341967541,0.5917446916727727,0.0059325237368657155,0.0059325237368657155,0.0059325237368657155,0.00830648631512864,0.0083337129948957,0.00830648631512864,0.0054164530636441905,0.0059325237368657155,0.005952202311897863
32,rcnn,35,1700,True,50,0.9518399580000001,66.1691625,1.27419364,57.96070269999999,1.1556335800000002,60.127153799999995,0.6015206372194062,0.6015206372194062,0.6015206372194062,0.587676827358609,0.5441716027981031,0.587676827358609,0.6090849904674963,0.6015206372194062,0.5847913522733406,0.007445622858353822,0.27443787846199674,0.008113045055985096,0.19027247420829033,0.019361772235332392,0.6011841670362463,0.006140033866966002,0.006140033866966002,0.006140033866966002,0.011681909333080782,0.007030379222985971,0.011681909333080782,0.009554787418904353,0.006140033866966002,0.006455376292317647
33,rcnn,30,1700,True,50,0.952003955,66.20569379999999,1.27400552,57.92274210000001,1.15643848,59.9389355,0.5997827661115134,0.5997827661115134,0.5997827661115134,0.5864182234619227,0.5469673574707493,0.5864182234619227,0.6094905151691857,0.5997827661115134,0.5872122149704955,0.007466292879598192,0.2647189211063906,0.007195815205891141,0.18987625346726822,0.021103475637218365,0.7870103859032693,0.008088989661078896,0.008088989661078896,0.008088989661078896,0.017714684864820925,0.007095091428684215,0.017714684864820925,0.012332708076576694,0.008088989661078896,0.007158480927060098
34,rcnn,25,1700,True,50,0.947867552,66.3346112,1.2709199400000002,58.132308699999996,1.1540074000000002,60.214799000000006,0.6026430123099203,0.6026430123099203,0.6026430123099203,0.5821363799703873,0.5476869023626743,0.5821363799703873,0.6070335260516957,0.6026430123099203,0.5872278682040436,0.007358565474399018,0.27043458755812416,0.013404711626323335,0.26350864486432907,0.022124071263872048,0.6425164699421223,0.006468224569568698,0.006468224569568698,0.006468224569568698,0.014448700082091532,0.008424544381675607,0.014448700082091532,0.006029912907039085,0.006468224569568698,0.0066946140048439505
35,rcnn,45,1700,True,50,0.9477692999999998,66.3496858,1.27608483,57.89987349999999,1.1532337900000003,59.8369243,0.598913830557567,0.598913830557567,0.598913830557567,0.5883387364145426,0.5446133326481005,0.5883387364145426,0.6093799321847262,0.598913830557567,0.586720373639925,0.011163797124222547,0.34981793703893627,0.009453246597985902,0.3310242957572922,0.014447819865482978,0.6437703819516942,0.005837486341049421,0.005837486341049421,0.005837486341049421,0.010130933578512668,0.007988209026471104,0.010130933578512668,0.005442450697907541,0.005837486341049421,0.006097187806340353
36,rcnn,20,1700,True,50,0.9480216980000001,66.35279829999999,1.28328206,57.7405401,1.15663443,59.97700970000001,0.5999275887038378,0.5999275887038378,0.5999275887038378,0.5859723213058441,0.5395883948989617,0.5859723213058441,0.6070699476036425,0.5999275887038378,0.5833309791844947,0.004893317839130314,0.1978575714043056,0.008128416885798413,0.2211258586810533,0.017105863233344436,0.6239634442029186,0.00597606488203716,0.00597606488203716,0.00597606488203716,0.014595744083182366,0.005920514601009459,0.014595744083182366,0.008655055751820434,0.00597606488203716,0.005985074036376284
37,rcnn,15,1700,True,50,0.9509632159999999,66.2628429,1.28200761,57.8186058,1.1599582700000002,59.8505724,0.5987328023171614,0.5987328023171614,0.5987328023171614,0.586088843914503,0.5429496073253088,0.586088843914503,0.6076081921564984,0.5987328023171614,0.5859318671521823,0.004444224974791446,0.15341105525891913,0.005160021751773657,0.2085369975513524,0.01628360786626645,0.4730103265530478,0.004544734315923953,0.004544734315923953,0.004544734315923953,0.006324883768749165,0.007787770881542423,0.006324883768749165,0.005308780143744474,0.004544734315923953,0.004878768831995928
38,rcnn,10,1700,True,50,0.9616475250000001,65.9074842,1.2901162199999998,57.6539241,1.16147481,59.475574300000005,0.5951122375090514,0.5951122375090514,0.5951122375090514,0.5835980325854462,0.5405410199214309,0.5835980325854462,0.6065310914675229,0.5951122375090514,0.5816192454616196,0.006010317319929925,0.18717806329850073,0.0073607406117108054,0.3269717343847082,0.01607534850117819,0.5430601477522339,0.0055306357743206015,0.0055306357743206015,0.0055306357743206015,0.01413723214664801,0.007224287444218188,0.01413723214664801,0.008340435406814891,0.0055306357743206015,0.005281815526781317
39,rcnn,50,1700,True,50,0.9489612520000001,66.32068840000001,1.27276306,58.087120299999995,1.1521553,60.02442500000001,0.6007241129616221,0.6007241129616221,0.6007241129616221,0.5857599264377129,0.5431588257941683,0.5857599264377129,0.6082915301784002,0.6007241129616221,0.5862635637802971,0.005174122284937237,0.18879932799856927,0.008723302966728432,0.24909282740913624,0.009314057925284532,0.5499025162836696,0.005251691343799784,0.005251691343799784,0.005251691343799784,0.011244308179336903,0.008623412964773588,0.011244308179336903,0.004877996391790918,0.005251691343799784,0.004582960046803456
40,lstm,50,1700,True,50,1.12492108,60.73337849999999,1.25249561,57.0617141,1.16272567,60.17816069999999,0.6023533671252715,0.6023533671252715,0.6023533671252715,0.5925944427807056,0.5454488334927527,0.5925944427807056,0.6153854777656316,0.6023533671252715,0.5884752084496732,0.004014556052057422,0.1439005309821494,0.00648055022020173,0.27160037823957406,0.021285639580297597,0.6584063201644251,0.006754183893134661,0.006754183893134661,0.006754183893134661,0.008544133497846112,0.007874516385942477,0.008544133497846112,0.005004654458168045,0.006754183893134661,0.005695326503970029
41,lstm,40,1700,True,50,1.11453232,61.0649497,1.2494034399999998,57.220536700000004,1.16195994,59.8987069,0.5994569152787835,0.5994569152787835,0.5994569152787835,0.5879060318193956,0.5451926451250507,0.5879060318193956,0.6098984327126338,0.5994569152787835,0.5849069737071065,0.0032992977066844224,0.13545002533452136,0.006699128308834161,0.23729635748950803,0.01076243456268144,0.6219827218537066,0.006099216079671445,0.006099216079671445,0.006099216079671445,0.012441315976724198,0.007018752848423296,0.012441315976724198,0.007043476472537905,0.006099216079671445,0.0036602483031505416
42,lstm,35,1700,True,50,1.10566458,61.38117000000001,1.24496004,57.473736499999994,1.1704428400000002,59.8232753,0.5986965966690804,0.5986965966690804,0.5986965966690804,0.5896398118617562,0.5452478321074166,0.5896398118617562,0.6100241943731489,0.5986965966690804,0.5846993644539572,0.004842876595073499,0.16880606744821827,0.007958978936493968,0.23218514484458136,0.02867628592680715,0.7189341548244286,0.007463400130524418,0.007463400130524418,0.007463400130524418,0.014726629848723442,0.009930375181807696,0.014726629848723442,0.010288243380717207,0.007463400130524418,0.006977851741075652
43,lstm,30,1700,True,50,1.10264111,61.4833776,1.2409689599999998,57.53739949999999,1.1667194000000003,60.15732800000001,0.6020637219406229,0.6020637219406229,0.6020637219406229,0.5974653456165087,0.5457253397081238,0.5974653456165087,0.6132223064431355,0.6020637219406229,0.5857445841314655,0.0036983420439884503,0.12171331654726075,0.005985367085038813,0.18172608836454499,0.022348463540824377,0.5296906007436984,0.005228482252511033,0.005228482252511033,0.005228482252511033,0.012942276034112679,0.006846719836416008,0.012942276034112679,0.009631636702571306,0.005228482252511033,0.0055022080729746365
44,lstm,20,1700,True,50,1.0821060800000002,62.09240619999999,1.2298545300000001,57.8354153,1.16191514,60.152297700000005,0.6021723388848661,0.6021723388848661,0.6021723388848661,0.5965408805960758,0.5457868149511607,0.5965408805960758,0.6146941752949653,0.6021723388848661,0.5876748301108183,0.0029728877127951753,0.11573477436199377,0.007992694563168987,0.30117588162550446,0.02134458389824768,0.5859054933997513,0.005696048462303148,0.005696048462303148,0.005696048462303148,0.010679819714070619,0.0080462221639769,0.010679819714070619,0.005850462740946015,0.005696048462303148,0.005242252185337087
45,lstm,15,1700,True,50,1.07017326,62.41451330000001,1.23471708,57.7895339,1.1572509600000003,59.841953000000004,0.5988052136133237,0.5988052136133237,0.5988052136133237,0.5885480107717507,0.5465183469582985,0.5885480107717507,0.6110883620123785,0.5988052136133237,0.5853708231420848,0.0020615746065137425,0.09773744274221893,0.00824947753696485,0.19814884118675988,0.017583015169266813,0.6014288531843685,0.005883835555826145,0.005883835555826145,0.005883835555826145,0.013356619084860154,0.006550822042991415,0.013356619084860154,0.00824897597518172,0.005883835555826145,0.0054981203876814
46,lstm,10,1700,True,50,1.06684728,62.55356240000001,1.2382096700000003,57.9765436,1.15427062,59.8275851,0.5986603910209991,0.5986603910209991,0.5986603910209991,0.5920911668809659,0.5377488680938179,0.5920911668809659,0.6091557885771646,0.5986603910209991,0.5832106236054524,0.0031558082302672067,0.11993992793635487,0.0050875923478486094,0.25762082830228644,0.011112908248398948,0.3062897905591448,0.0032168966775915366,0.0032168966775915366,0.0032168966775915366,0.009440874744334355,0.0072872791514881135,0.009440874744334355,0.004509572206441731,0.0032168966775915366,0.00487833821411154
